Titel	Werktitel	Verfasser	Verlag	Verlagsort	Erscheinungsjahr	Erscheinungstermin	ISBN	Auflage	Preis	Seiten	Maß	Begleitmaterial	Reihe	Fußnote	Parallele Ausgabe	Hochschulschriftenvermerk	Datenträger	Wochenverzeichnisnummer	DDC-Sachgruppe	Schlagworte	Vollständige DDC-Notation	Inhaltsverzeichnis	Inhaltstext	Links	Desiderat
Gottesvorstellungen und Leben nach dem Tod : Märchenhaftes und Mythen des christlichen und islamischen Glaubens im Lichte historischer und naturwissenschaftlicher Forschung	-	Werner A. Müller	LIT	Berlin; Münster	2021	-	9783643148872	-	(Broschur)	ii, 83 Seiten	21 cm	-	Forum Religionskritik ; Band 18	-	-	-	Band	22,A12	230; 290; 500	Gottesvorstellung; Jenseitsglaube; Christentum; Islam; Naturwissenschaften; Weltbild; Religionskritik	261.55; 297.265	https://d-nb.info/1243207000/04	-	-	-
Gegenwärtige Wahrheit im 5. Buch Mose (Deuteronomium)	Present truth on Deuteronomy	Autor: Clifford R. Goldstein ; Übersetzung: Angelika Uhlmann	Freikirche der Siebenten-Tags Adventisten; Advent-Verlag Lüneburg	Bern (Schweiz); Lüneburg (Deutschland)	2021	-	-	[Großdruckausgabe]	-	168 Seiten	30 cm	-	Studienanleitung Standardausgabe ; 2021, Oktober/November/Dezember	-	-	-	Band	22,A12	220; 230	Bibel; Bibelarbeit; Gemeinschaft der Siebenten-Tags-Adventisten	222.150071	https://d-nb.info/124203577X/04	-	-	-
Pfarrkirche St. Laurentius Warendorf	-	Text: Emil Schoppmann, M.A	Schnell + Steiner	Regensburg	2021	-	9783795456108	3. Auflage	(Broschur)	34 Seiten	17 cm	-	Kunstführer ; Nr. 1891	-	-	-	Band	22,A12	720; 700; 230	-	-	-	-	-	-
Der Heilige Godehard von Hildesheim und die Kirchenreform des 11. Jahrhunderts	-	von Bernhard Gallistl	Gerstenberg	Hildesheim	2021	-	9783806788679; 3806788677	Erste Auflage	(Broschur : EUR 8.50 (DE), EUR 8.80 (AT))	32 Seiten	24 cm, 200 g	-	Veröffentlichungen des Hildesheimer Heimat- und Geschichtsvereins e.V ; Sonderband	-	-	-	Band	22,A12; 22,N02	230; 943	-	-	https://d-nb.info/124901882X/04	-	-	-
Die Zisterzienserinnen von Heiligkreuztal : ihr Klosterleben - ihre Geschichte	-	Karl Werner Steim ; herausgegeben von der Stefanus-Gemeinschaft e.V	Federsee-Verlag	Bad Buchau	2021	-	9783948502072; 3948502072	-	(Festeinband : EUR 25.00 (DE), EUR 25.70 (AT))	367 Seiten	22 x 25 cm, 1280 g	-	-	-	-	-	Band	22,A12; 22,N01	230	Kloster	271.97	https://d-nb.info/1248149998/04	-	-	-
Wer aus der Wahrheit ist, der höret meine Stimme : Pfarrer Paul Schneider (1897-1939) und seine Familie	-	Joachim Hennig	Rhein-Mosel-Verlag	Zell (Mosel)	2021	-	9783898013864; 3898013863	1. Auflage	(Broschur : EUR 14.90 (DE), EUR 15.40 (AT))	281 Seiten	21 cm, 414 g	-	-	-	-	-	Band	22,A12; 21,N50	230; 943	Schneider, Paul; Nationalsozialismus; Widerstand	284.092	https://d-nb.info/1247380688/04	-	-	-
Dreifaltige Einheit : über die mystische Erfahrung von Chiara Lubich	L' unità	herausgegeben von Stefan Tobler und Judith Povilus ; Übertragung aus dem Italienischen und Bearbeitung: Gudrun Griesmayr, Stefan Liesenfeld und Stefan Tobler	Verlag Neue Stadt	München; Zürich, Wien	2021	-	9783734612824; 3734612829	1. Auflage	(Broschur : EUR 14.00 (DE), EUR 14.40 (AT))	124 Seiten	21 cm	-	Spiritualität	-	-	-	Band	22,A12; 21,N48	230	Lubich, Chiara; Mystik; Fokolar-Bewegung; Spiritualität	248.22092	https://d-nb.info/1246298244/04	-	-	-
Musik und Kirche unter dem Einfluss der nationalsozialistischen Diktatur in Südtirol	-	Mario Pinggera	Schwabe Verlag	Basel, Schweiz	2021	-	9783796544385; 379654438X	-	(Broschur : EUR 43.00 (DE), EUR 44.30 (AT), CHF 43.00 (freier Preis))	221 Seiten	22 cm, 348 g	-	Theologische Hochschule Chur	-	-	Dissertation; Universität Zürich2019	Band	22,A12; 21,N46	780; 230	Nationalsozialismus; Kirchenmusik; Volksfrömmigkeit	781.71009453809044	https://d-nb.info/1245386891/04	http://deposit.dnb.de/cgi-bin/dokserv?id=a6c50e6239304364a4268874b7d59d49&prov=M&dok_var=1&dok_ext=htm	-	-
Das Gewissen : Erfahrungen, Deutungen, biblisch-reformatorische Orientierung	-	Siegfried Kettling	Esras.net	Niederbüren	2021	-	9783038900733; 3038900737	Lizenzausgabe	(Broschur : EUR 8.90 (DE), EUR 9.20 (AT))	164 Seiten	22 cm	-	Reihe Wertvolles Leben	-	-	-	Band	22,A12; 21,N45	230; 100; 150	Gewissen	241.1	https://d-nb.info/1245022601/04	-	-	-
Superintelligenz? : Möglichkeiten und Grenzen Künstlicher Intelligenz in interdisziplinärer Perspektive	-	Ulrich Beuttler, Markus Iff, Andreas Losch, Markus Mühling, Martin Rothgangel (Hrsg.)	Peter Lang	Berlin; Bern; Wien	2021	-	9783631869284; 3631869282	-	(Festeinband : EUR 32.95 (DE), EUR 33.90 (AT), CHF 39.00 (freier Preis))	138 Seiten	21 cm x 14.8 cm, 257 g	-	Jahrbuch der Karl-Heim-Gesellschaft ; 33. Jahrgang (2020/2021)	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A12; 21,N45	230; 100; 004	Künstliche Intelligenz; Theologische Ethik; Interdisziplinäre Forschung	241.6490063; 174.90063	https://d-nb.info/1244937045/04	http://deposit.dnb.de/cgi-bin/dokserv?id=b91a2fd648e64f5fa337fbc592b16882&prov=M&dok_var=1&dok_ext=htm	-	-
Impulse am Morgen	-	-	Parzellers Buchverlag	Fulda	2021	-	9783790005677; 3790005673	-	(Broschur : EUR 9.00 (DE), EUR 9.30 (AT))	259 Seiten	19 cm	-	-	-	-	-	Band	22,A12; 21,N44	230	-	-	https://d-nb.info/1244544876/04	-	-	-
Kreuzfahrt und Gegenwind	-	Carmen Gärtner	Bernardus-Verlag	Aachen	2021	-	9783810703415	1. Auflage	(Broschur)	651 Seiten	22 cm	-	-	-	-	-	Band	22,A12; 21,N44	830; B; 230	-	-	https://d-nb.info/1244431370/04	-	-	-
Von Null auf Hundert	-	Helen Müller-Frei	Schweizer Literaturgesellschaft	Zug	2021	-	9783038831457; 303883145X	-	(Festeinband : EUR 18.10 (DE), EUR 18.70 (AT), CHF 19.50 (freier Preis))	141 Seiten	22 cm	-	-	-	-	-	Band	22,A12; 21,N37	230	Gottesbeziehung; Gottvertrauen; Christ; Lebensführung; Biblische Theologie	248.4	https://d-nb.info/1240913796/04	-	-	-
Die Liebe, nach der wir uns sehnen : zur Theologie des Leibes des Hl. Johannes Paul II	-	Maria Groos	EOS	St Ottilien	2021	-	9783830680987; 3830680988	1. Auflage	(Broschur : EUR 6.95 (DE), EUR 7.20 (AT))	79 Seiten	21 cm	-	-	-	-	-	Band	22,A12; 21,N37	230	Johannes Paul; Katechese; Liebe; Leib; Katholische Theologie	241.66	https://d-nb.info/1240852851/04	-	-	-
Camino : mit dem Herzen gehen	-	Birgit Kelle	Fontis	Basel	2021	-	9783038482307; 3038482307	-	(Festeinband : EUR 19.99 (DE), EUR 20.60 (AT), CHF 29.90 (freier Preis))	116 Seiten	24 cm, 483 g	-	-	-	-	-	Band	22,A12; 21,N34	230; 910	-	263.0424611; 914.6104	https://d-nb.info/1239381891/04	-	-	-
Warum nur musste es Weihnachten werden?	-	René Malgo, Johannes Pflaum, Nathanael Winkler, Norbert Lieth	Verlag Mitternachtsruf; Christliche Verlagsgesellschaft mbH	Dübendorf; Dillenburg	2021	-	9783858105578; 9783863537852; 3863537858	Deutsche Ausgabe, 1. Auflage	Verlag Mitternachtsruf : (Broschur); Christliche Verlagsgesellschaft : (Broschur : EUR 5.00 (DE), EUR 5.20 (AT), CHF 7.50 (freier Preis))	95 Seiten	17 cm	-	-	-	-	-	Band	22,A12; 21,N31	230	Weihnachten; Meditation	242.33	https://d-nb.info/1238010466/04	-	-	-
Was ist der Sinn der Geschichte? : theologische Reflexionen zur Eschatologie von Paul Tillich	-	Christina Drobe	De Gruyter	Berlin	2021	-	9783110720907; 3110720906	-	(Festeinband : EUR 99.95 (DE), EUR 99.95 (AT))	X, 321 Seiten	24 cm, 610 g	-	Tillich research ; volume 21	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A12; 21,N30	230; 100; 900	Tillich, Paul; Eschatologie; Geschichtstheologie	236.092; 231.76092	https://d-nb.info/123751021X/04	-	-	-
Ein Leben im Glauben	The normal christian faith	Watchman Nee ; übersetzt aus dem Englischen	Verlag der Strom	Stuttgart	2021	-	9783880839229; 3880839220	1. Auflage	(Broschur : EUR 4.00 (DE) (freier Preis), EUR 4.20 (AT) (freier Preis))	82 Seiten	19 cm	-	-	-	-	-	Band	22,A12; 21,N29	230	Christliche Existenz	248.4	https://d-nb.info/1237122589/04	-	-	-
Reprobada por la moral : la censura católica en la producción literaria durante la posguerra	-	Ángela Pérez del Puerto	Iberoamericana; Vervuert	Madrid; Frankfurt am Main	2021	-	9788491922025; 9783968691336; 3968691334	-	Iberoamericana : (Broschur); Vervuert : (Broschur : EUR 24.00 (DE) (freier Preis), EUR 24.70 (AT) (freier Preis))	217 Seiten	22 cm, 201 g	-	La casa de la riqueza ; 60	-	-	-	Band	22,A12; 21,N22	860; 230	Katholische Aktion; Zensur; Literaturproduktion; Franquismus	860.90062	https://d-nb.info/1234168863/04	-	-	-
Lachen - ein Inkognito von Religion : Befreiung zur Wirklichkeit	-	William J. Hoye	Springer VS	Wiesbaden, Germany	2021	-	9783658345075; 3658345071	-	(Festeinband : circa EUR 54.99 (DE), circa EUR 56.53 (AT), circa CHF 61.00 (freier Preis), circa EUR 51.39)	173 Seiten	22 cm, 364 g	-	Das Bild vom Menschen und die Ordnung der Gesellschaft	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A12; 21,N21	230; 200; 800	Lachen; Christentum; Christliche Literatur; Religionsphilosophie	230.01; 210; 809.933823	https://d-nb.info/1233702203/04	http://deposit.dnb.de/cgi-bin/dokserv?id=64c7d6de846043a4bebcc60f2e2de281&prov=M&dok_var=1&dok_ext=htm	-	-
Bildatlas zur badischen Kirchengeschichte : 1800-2021	-	im Auftrag des Vereins für Kirchengeschichte in der Evangelischen Landeskirche in Baden ; herausgegeben von Udo Wennemuth in Zusammenarbeit mit Johannes Ehmann, Albert de Lange und Mareike Ritter	verlag regionalkultur	Ubstadt-Weiher; Heidelberg; Speyer; Stuttgart; Basel	2021	-	9783955052607; 3955052605	-	(Broschur : EUR 24.80 (DE), EUR 25.50 (AT))	X, 341 Seiten	30 cm, 2000 g	-	-	-	-	-	Band	22,A12; 21,N21	230; 943	Evangelische Landeskirche in Baden	284.0943464	https://d-nb.info/1233701258/04	-	-	-
Identität - Habitus - Konformität : eine kulturgeschichtliche Untersuchung zu württembergischen Herzoglichen Stipendiaten in der Frühen Neuzeit	-	Götz Homoki	Evangelische Verlagsanstalt	Leipzig	2021	-	9783374068951; 3374068952	-	(Festeinband : EUR 68.00 (DE), EUR 70.00 (AT))	457 Seiten	24 cm	-	Quellen und Forschungen zur württembergischen Kirchengeschichte ; Band 25	-	Erscheint auch als: Online-Ausgabe	Dissertation; Universität Stuttgart2017	Band	22,A12; 21,N19	230; 300; 370	Fürstliches Theologisches Stipendium; Stipendiat; Alltag; Mentalität; Soziale Identität; Habitus; Sozialverhalten	230.04407114347385	https://d-nb.info/1233029576/04	-	-	-
Denn dein Licht kommt : Impulse und Andachten zum Advent	Denn dein Licht kommt(Kevelaer)	Dorothee Sandherr-Klemp, Friedrich Lurz	Butzon & Bercker	Kevelaer, Deutschland	2021	-	9783766627803; 3766627805	-	(Festeinband : EUR 9.95 (DE), EUR 10.30 (AT))	119 Seiten	16 cm	-	-	-	-	-	Band	22,A12; 21,N19	230	Advent; Meditation; Andacht	242.332	https://d-nb.info/1232834548/04	-	-	-
Segensgedanken	-	-	Butzon & Bercker	Kevelaer, Deutschland	2021	-	9783766628480; 3766628488	-	(keine Bindung in Behältnis : EUR 8.95 (DE) (freier Preis), EUR 9.10 (AT) (freier Preis))	69 ungezählte Seiten	9 x 12 cm	-	Kleine Atempausen	-	-	-	Karte	22,A12; 21,N19	230	-	-	-	-	-	-
Necrologium Paderbornense II : Totenbuch Paderborner Priester 1930 bis 2020	-	Andreas Kurte ; herausgegeben vom Erzbistum Paderborn	Bonifatius	Paderborn	2021	-	9783897109025; 3897109026	-	(Festeinband : circa EUR 80.00 (DE), circa EUR 82.30 (AT))	1016 Seiten	28 cm	-	-	-	-	-	Band	22,A12; 21,N18	230; 920; 943	Katholische Kirche; Nekrologium; Priester	282.09224356	https://d-nb.info/123242854X/04	http://deposit.dnb.de/cgi-bin/dokserv?id=88c8cbcd5dd54681b86412e58ab486c0&prov=M&dok_var=1&dok_ext=htm	-	-
Der Architekt Heinrich Stiegemann und seine Kirchbauten im Erzbistum Paderborn	-	Christian Sauerbier ; mit einer Übersicht zum Bestand "Architekturbüro Heinrich Stiegemann" im Kreisarchiv Soest von Beatrix Pusch und Iris Zwitzers	Bonifatius	Paderborn	2021	-	9783897108974; 3897108976	-	(Festeinband : circa EUR 29.80 (DE), EUR 30.70 (AT))	172 Seiten	29 cm, 899 g	-	Schriften und Bilder ; 6. Diözesanmuseum Paderborn	-	-	-	Band	22,A12; 21,N18	720; 230	Stiegemann, Heinrich; Katholische Kirche; Kirchenbau	726.5092	https://d-nb.info/1232339229/04	http://deposit.dnb.de/cgi-bin/dokserv?id=e590aca577f34d1eb39030f44f720563&prov=M&dok_var=1&dok_ext=htm	-	-
Ambivalenzen : im Spannungsfeld zwischen Kirche und Gesellschaft	-	Uta Derschmidt, Friedemann Derschmidt, Karin Schneider (Hg.)	Verlag Anton Pustet	Salzburg	2021	-	9783702510213; 3702510214	-	(Festeinband : circa EUR 25.00 (DE), circa EUR 25.00 (AT), circa CHF 32.00 (freier Preis))	271 Seiten	25 cm, 840 g	-	-	-	-	-	Band	22,A12; 21,N18	230; 300; 320	Derschmidt, Luitgard; Katholische Aktion Österreich; Wertorientierung; Gesellschaft; Katholische Kirche	261.808828209436	https://d-nb.info/1232257451/04	-	-	-
Protestantismus in Wien am Beispiel der Totenbeschauprotokolle des 18. Jahrhunderts	-	Siegfried Kröpfel	Böhlau Verlag	Wien; Köln	2021	-	9783205213987; 320521398X	-	(Festeinband : EUR 65.00 (DE), EUR 67.00 (AT))	328 Seiten	25 cm, 802 g	-	Schriftenreihe der Österreichischen Gesellschaft zur Erforschung des 18. Jahrhunderts ; Band 21	-	Erscheint auch als: Online-Ausgabe	Dissertation; Universität Wien2020	Band	22,A12; 21,N16	230; 940	Protestantismus; Quellenkritik	284.094361309033	https://d-nb.info/1231648058/04	-	-	-
Kinderarmut und Religionsunterricht : Armutssensibilität als religionspädagogische Herausforderung	-	Vera Uppenkamp	Verlag W. Kohlhammer	Stuttgart	2021	-	9783170410602; 3170410601	1. Auflage	(Broschur : circa EUR 49.00 (DE))	433 Seiten	24 cm, 645 g	-	Religionspädagogik innovativ ; Band 42	-	Erscheint auch als: Online-Ausgabe	Dissertation; Universität Paderborn2020	Band	22,A12; 21,N16	230; 370; 360	Kind; Armut; Religionsunterricht; Evangelische Religionspädagogik	261.8325071	https://d-nb.info/1231569697/04	-	-	-
Von der ausgrenzenden Barmherzigkeit : interkulturelle Theologie und Behinderung	-	Samuel W. Groß, Eberhard Werner (Hrsg.)	Verlag W. Kohlhammer	Stuttgart	2021	-	9783170409705; 3170409700	1. Auflage	(Broschur : circa EUR 32.00 (DE))	200 Seiten	24 cm, 306 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A12; 21,N16	230; 360; 300	Behinderter Mensch; Inklusion; Interkulturelle Theologie	261.8321	https://d-nb.info/1231566469/04	-	-	-
Unter Geschwistern? : die Sozialenzyklika Fratelli tutti: Perspektiven - Konsequenzen - Kontroversen	-	herausgegeben von Ursula Nothelle-Wildfeuer und Lukas Schmitt	Herder	Freiburg; Basel; Wien	2021	-	9783451391149; 3451391147	-	(Broschur : EUR 26.00 (DE), EUR 28.80 (AT), CHF 38.90 (freier Preis))	250 Seiten	22 cm, 346 g	-	Katholizismus im Umbruch ; Band 14	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A12; 21,N15	230	Katholische Kirche	261.8088282	https://d-nb.info/1230921389/04	http://deposit.dnb.de/cgi-bin/dokserv?id=299522ba1cc94a71824bf34d50959e10&prov=M&dok_var=1&dok_ext=htm	-	-
Die Sprache Gottes : George Berkeleys Auffassung des Naturgeschehens	-	Manuel Fasko	Schwabe Verlag	Basel, Schweiz	2021	-	9783796543012; 3796543014	-	(Festeinband : circa EUR 68.00 (DE), circa EUR 70.00 (AT), circa CHF 68.00 (freier Preis))	345 Seiten	23 cm, 586 g	-	Medieval and early modern philosophy ; 4	-	-	-	Band	22,A12; 20,N49	100; 230; 400	Berkeley, George; Eigenschaft Gottes; Gottesbeweis; Natürliche Religion; Sprachphilosophie; Metapher; Naturverständnis; Nominalismus; Immaterialismus; Theismus	-	https://d-nb.info/1222042452/04	-	-	-
Maria Magdalena : auf den Spuren einer besonderen Frau in Südtirol	-	Katholische Frauenbewegung	Athesia Verlag	Bozen	2021	-	9788868395421; 8868395428	[1. Auflage]	(Broschur : EUR 19.90 (DE), EUR 19.90 (AT))	144 Seiten	22 cm, 414 g	-	-	-	-	-	Band	22,A12; 20,N46	230; 720; 910	Maria Magdalena; Heiligenverehrung; Wandern	235.20945383	-	http://deposit.dnb.de/cgi-bin/dokserv?id=890937f0ec1a407c934f99dce9b7a6d5&prov=M&dok_var=1&dok_ext=htm	-	-
Die Zürcher Reformation in Europa : Beiträge der Tagung des Instituts für Schweizerische Reformationsgeschichte 6.-8. Februar 2019 in Zürich	-	Ariane Albisser, Peter Opitz (Hg.)	TVZ	Zürich	2021	-	9783290183042; 3290183041	-	(Festeinband : circa EUR 61.00 (DE), circa EUR 62.80 (AT), circa CHF 68.00 (freier Preis))	712 Seiten	23 cm	1 Errata (4 ungezählte Seiten)	Zürcher Beiträge zur Reformationsgeschichte ; Band 29	-	-	-	Band	22,A12; 19,N46	230; 940	Zwingli, Ulrich; Reformation; Rezeption; Reformierte Kirche	284.2092; 274.945726	https://d-nb.info/1198947411/04	-	-	-
Impulse am Morgen	-	Stefan Buss	Parzellers Buchverlag	Fulda	2020	-	-	-	-	Bände	19 cm	-	-	-	-	-	Band	22,A12	230	-	-	-	-	-	-
Geburt.Jesus.Jugend : Einblick in die Jugendjahre von Jesus	-	durch Jakob Lorber (1800-1864) ; nacherzählt von Erich Schindl	Lumen	Wien	2019	-	9783200044852	2. Auflage	(Festeinband)	608 Seiten	22 cm	-	-	Zählung "IV" auf der Titelseite ist eine Verlagszählung	-	-	Band	22,A12	230; 290	Kindheit Jesu; Neuoffenbarung	232.92	https://d-nb.info/1196747156/04	-	-	-
Dienstvereinbarungen nach dem Mitarbeitervertretungsgesetz der Evangelischen Kirche in Deutschland (MVG-EKD)	-	Christian Warns	Lambertus	Freiburg im Breisgau	2019	-	9783784132297; 3784132294	1. Auflage	(Broschur : EUR 59.90 (DE), EUR 61.60 (AT))	383 Seiten	21 cm, 516 g	-	Schriftenreihe zum kirchlichen Arbeitsrecht ; Band 9	-	Erscheint auch als: Online-Ausgabe	Dissertation; Ruprecht-Karls-Universität Heidelberg2018	Band	22,A12; 19,N45	340; 230	Evangelische Kirche in Deutschland; Dienstvereinbarung	344.43096	https://d-nb.info/1198620366/04	-	-	-
Die Jakobswege nach Santiago in Spanien	Los caminos de Santiago en España	Herausgeber: Vincente Pastor ; Übersetzung ins Deutsche: Interlingua traduccións [Susana Tuñas Bermúdez]	Edilesa	[León]	2018	-	9788480127585	-	(Broschur)	316 Seiten	24 cm	-	Edilesa Reiseführer	-	-	-	Band	22,A12	230; 720; 910	Wallfahrt	263.0424611	https://d-nb.info/1218810343/04	-	-	-
Wie Christen und Muslime miteinander leben können : 77 Fragen und Antworten	-	Reinhard Hempelmann, Gerhard Duncker	Evangelische Verlagsanstalt	Leipzig	2022	-	9783374070398; 3374070396	-	(Broschur : EUR 15.00 (DE), EUR 15.50 (AT))	109 Seiten	19 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A12; 21,N41	230; 290	Muslim; Christ; Interkulturelles Verstehen; Religiöse Toleranz; Interreligiöser Dialog; Islam; Christentum; Evangelische Kirche in Deutschland	261.27	https://d-nb.info/1242812911/04	-	-	-
Moscheen in Bewegung : interdisziplinäre Perspektiven auf muslimische Kultstätten der Migration	-	herausgegeben von Ömer Alkin, Mehmet Bayrak und Rauf Ceylan	De Gruyter	Berlin	2022	-	9783110668759; 3110668750	-	(Festeinband : EUR 59.95 (DE), EUR 59.95 (AT))	VIII, 266 Seiten	24 cm, 536 g	1 Errata	Studies on modern orient ; Band 37; Edition Klaus Schwarz	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A12; 21,N22	290; 300; 720	Moschee; Architektur; Migration; Kulturelle Identität; Religiöse Identität; Soziale Integration; Interdisziplinäre Forschung	297.3510943; 305.6970943	https://d-nb.info/1234167131/04	-	-	-
Plantene som bilder av sjelen : skisser til en fysiognomisk naturforståelse	Pflanzen als Bilder der Seele	Ernst-Michael Kranich	Antropos	Oslo	2021	-	9788279401629	-	(Festeinband)	219, 30 Seiten	22 cm	-	-	-	-	-	Band	22,A12	580; 290	Pflanzen; Naturerlebnis; Selbsterkenntnis; Anthroposophie	580.19	https://d-nb.info/1247135926/04	-	-	-
Die bewunderte und versteckte Bibel, über den Koran	-	Klaus Maull	Verlag Mainz	Aachen	2021	-	9783810702401	1. Auflage	(Broschur)	92 Seiten	21 cm	-	-	-	-	-	Band	22,A12	290; 220	Koran; Rezeption; Bibel; Islam; Religionskritik	297.122	https://d-nb.info/1247128598/04	-	-	-
Filosofia do zen-budismo	Philosophie des Zen-Buddhismus	Byung-Chul Han ; traduc̦ão de Lucas Machado	Editora Vozes	Petrópolis	2021	-	9788532662361	2a reimpressão	(Broschur)	189 Seiten	18 cm	-	-	-	-	-	Band	22,A12	100; 290	Philosophie; Zen-Buddhismus	181.043927	https://d-nb.info/124700001X/04	-	-	-
Bild und Sinn : wie Denken in Anschauung gründet	-	Stefanie Voigt, Rudolf Lüthe, Eduard Zwierlein ; mit einem Beitrag von Jan Levin Propach	LIT	Berlin; Münster	2021	-	9783643147905	-	(Broschur)	viii, 264 Seiten	21 cm	-	Philosophie und Lebenskunst ; Band 11	-	-	-	Band	22,A12	100; 700; 290	Bild; Sinn; Denken; Anschauung; Metapher; Philosophie; Bildliche Darstellung; Metaphysik; Ethik; Ema	121.3	https://d-nb.info/1246942429/04	-	-	-
Gottesvorstellungen und Leben nach dem Tod : Märchenhaftes und Mythen des christlichen und islamischen Glaubens im Lichte historischer und naturwissenschaftlicher Forschung	-	Werner A. Müller	LIT	Berlin; Münster	2021	-	9783643148872	-	(Broschur)	ii, 83 Seiten	21 cm	-	Forum Religionskritik ; Band 18	-	-	-	Band	22,A12	230; 290; 500	Gottesvorstellung; Jenseitsglaube; Christentum; Islam; Naturwissenschaften; Weltbild; Religionskritik	261.55; 297.265	https://d-nb.info/1243207000/04	-	-	-
Voor Profeet en Führer : de islamitische wereld en het Derde Rijk	Islam and Nazi Germany's war	David Motadel ; vertaald door Roland Fagel	Prometheus	Amsterdam	2021	-	9789044646801	-	(Broschur)	413 Seiten	23 cm	-	-	-	-	-	Band	22,A12	940; 320; 290	Nationalsozialismus; Islam; Politik; Deutsches Reich; SS; Freiwilliger; Weltkrieg	940.53091767; 943.086	https://d-nb.info/1242687645/04	-	-	-
Mitofanie völkisch : mito, sacralità e fede dell'etnonazionalismo völkisch	-	T. Arz, C. Köhn-Behrens, S. Lornezoni, F. Prati, L.L. Rimbotti, M. Rossi	Effepi	Genova	2021	-	-	-	-	235 Seiten	21 cm	-	Sangue e suolo ; 27	-	-	-	Band	22,A12	290; 320	-	-	https://d-nb.info/1238284302/04	-	-	-
Konfliktide lahendamine : praktilised käsitlused, harjutused, meetodid ja kontseptsioonid	Selbsthilfe in Konflikten	Friedrich Glasl ; saksa keelest tõlkinud Krista Hinno ; sisutoimetajad Inge Tael, Tiiu Urva ja Tiit Urva ; kujundaja Jaak Rüütel	Helios	Tallinn	2021	-	9789949691869	-	(Broschur)	229 Seiten	21 cm	-	-	-	-	-	Band	22,A12	150; 290	Konfliktbewältigung; Selbsthilfe; Anthroposophie	158.2	https://d-nb.info/1229021892/04	-	-	-
Samuel Lampel : Kantor, Lehrer, Komponist, Publizist	-	Thomas Schinköth	Hentrich & Hentrich	Leipzig	2021	-	9783955654900; 3955654907	1. Auflage	(Broschur : EUR 8.90 (DE), EUR 9.20 (AT))	76 Seiten	16 cm	-	Jüdische Miniaturen ; Band 281	-	-	-	Band	22,A12; 21,N24	780; 290	Lampel, Samuel	780.89924	https://d-nb.info/1235239322/04	-	-	-
Zwischen Laïcité und Theokratie : der Konflikt zwischen Islamist:innen und Säkularen in Tunesien	-	Valerian Thielicke	Springer VS	Wiesbaden, Germany	2021	-	9783658345556; 3658345551	-	(Broschur : circa EUR 59.99 (DE), circa EUR 61.67 (AT), circa CHF 66.50 (freier Preis), circa EUR 56.07)	XV, 268 Seiten	21 cm, 374 g	-	Politik und Gesellschaft des Nahen Ostens	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A12; 21,N21	320; 290	Islam; Fundamentalismus; Politisches System; Laizität	322.109611	https://d-nb.info/1233802178/04	http://deposit.dnb.de/cgi-bin/dokserv?id=310b69afc6484e129d054117a62c7ddf&prov=M&dok_var=1&dok_ext=htm	-	-
