Titel	Werktitel	Verfasser	Verlag	Verlagsort	Erscheinungsjahr	Erscheinungstermin	ISBN	Auflage	Preis	Seiten	Maß	Begleitmaterial	Reihe	Fußnote	Parallele Ausgabe	Hochschulschriftenvermerk	Datenträger	Wochenverzeichnisnummer	DDC-Sachgruppe	Schlagworte	Vollständige DDC-Notation	Inhaltsverzeichnis	Inhaltstext	Links	Desiderat
Sommer bei Nacht : Roman	Sommer bei Nacht	Jan Costin Wagner	Rowohlt Taschenbuch Verlag	Hamburg	2022	-	9783499008672; 349900867X	-	(Broschur : EUR 12.00 (DE), EUR 12.40 (AT))	311 Seiten	19 cm, 280 g	-	-	-	-	-	Band	22,A12; 21,N47	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=9702330b51b54c70804b6143f95162cc&prov=M&dok_var=1&dok_ext=htm	-	-
Keltenschwur : historischer Roman	-	Heike Beardsley, Ulrike Vögl	Piper	München	2022	-	9783492504720; 3492504728	-	(Broschur : EUR 16.00 (DE), EUR 16.50 (AT), CHF 21.50 (freier Preis))	360 Seiten	19 cm, 342 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A12; 21,N46	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=c32ed3ed19b9403ead51ff02c1022522&prov=M&dok_var=1&dok_ext=htm	-	-
Herzkammer der Nacht : Gedichte	-	Giannina Wedde	Echter	Würzburg	2022	-	9783429057633; 3429057639	1. Auflage	(Broschur : EUR 12.80 (DE), EUR 13.20 (AT))	93 Seiten	21 cm	-	-	-	-	-	Band	22,A12; 21,N46	830; B	-	-	https://d-nb.info/1245640186/04	-	-	-
Den Himmel atmen : Gedichte	-	Julia Kohler	Echter	Würzburg	2022	-	9783429057619; 3429057612	1. Auflage	(Broschur : circa EUR 12.80 (DE), circa EUR 13.20 (AT))	96 Seiten	21 cm	-	-	-	-	-	Band	22,A12; 21,N46	830; B	-	-	https://d-nb.info/124564016X/04	-	-	-
Stiller Beginn : Gedichte	-	Doris Krockauer	Echter	Würzburg	2022	-	9783429057626; 3429057620	-	(Broschur : circa EUR 12.80 (DE), circa EUR 13.20 (AT))	94 Seiten	21 cm	-	-	-	-	-	Band	22,A12; 21,N46	830; B	-	-	https://d-nb.info/1245638874/04	-	-	-
Die Begine und der Turm des Himmels : historischer Kriminalroman	-	Silvia Stolzenburg	Gmeiner	Meßkirch	2022	-	9783839201190; 3839201195	1. Auflage	(Broschur : EUR 12.00 (DE), EUR 12.40 (AT), CHF 17.90 (freier Preis))	312 Seiten	20 cm	-	-	-	Erscheint auch als: Druck-Ausgabe	-	Band	22,A12; 21,N45	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=e43431194d714506929b97c8e72717d8&prov=M&dok_var=1&dok_ext=htm	-	-
Reussstrudel : Kriminalroman	-	Martin Rüfenacht	Gmeiner	Meßkirch	2022	-	9783839201862; 3839201861	1. Auflage	(Broschur : EUR 15.00 (DE), EUR 15.50 (AT), CHF 21.90 (freier Preis))	281 Seiten	21 cm	-	-	-	Erscheint auch als: Druck-Ausgabe	-	Band	22,A12; 21,N45	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=db5e3c22602449a88fb0e6624adb6a8e&prov=M&dok_var=1&dok_ext=htm	-	-
Mostbarone : Kriminalroman	-	Helmut Scharner	Gmeiner-Verlag	Meßkirch	2022	-	9783839201817; 3839201810	1. Auflage, Originalausgabe	(Broschur : EUR 14.50 (DE), EUR 15.00 (AT), CHF 21.50 (freier Preis))	316 Seiten	20 cm	-	-	-	Erscheint auch als: Druck-Ausgabe	-	Band	22,A12; 21,N45	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=c256cb84c105439f85f22755a9e1aa86&prov=M&dok_var=1&dok_ext=htm	-	-
Verrat am Rhein : Kurt Zinks erster Fall	-	Hartmut Palmer	Gmeiner	Meßkirch	2022	-	9783839202050; 3839202051	1. Auflage	(Broschur : EUR 17.00 (DE), EUR 17.50 (AT), CHF 24.50 (freier Preis))	407 Seiten	21 cm	-	-	-	Erscheint auch als: Druck-Ausgabe	-	Band	22,A12; 21,N45	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=8c4111aa3c2e4cd2a466a5aac77c730c&prov=M&dok_var=1&dok_ext=htm	-	-
Todesdorf : Thriller	-	Eva Reichl	Gmeiner	Meßkirch	2022	-	9783839202036; 3839202035	1. Auflage	(Broschur : EUR 13.50 (DE), EUR 14.00 (AT), CHF 19.90 (freier Preis))	281 Seiten	20 cm	-	-	-	Erscheint auch als: Druck-Ausgabe	-	Band	22,A12; 21,N45	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=3d18333de5064d568d1a7365ff5dc2a1&prov=M&dok_var=1&dok_ext=htm	-	-
Medusenliebe : historischer Aschaffenburg-Krimi	-	Ulrike Paschek	Gmeiner	Meßkirch	2022	-	9783839201725; 3839201721	1. Auflage	(Broschur : EUR 13.00 (DE), EUR 13.40 (AT), CHF 19.50 (freier Preis))	283 Seiten	20 cm	-	-	-	Erscheint auch als: Druck-Ausgabe	-	Band	22,A12; 21,N45	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=112a3c7619fc4820a60b6bf40770c26e&prov=M&dok_var=1&dok_ext=htm	-	-
Anna's Kriegsanleihe : eine Spurensuche in Mecklenburg	-	romanhaft erzählt von Michael Herms	Edition Temmen	Bremen	2022	-	9783837840681; 3837840689	-	(Broschur : EUR 17.90 (DE), EUR 18.40 (AT))	192 Seiten	22 cm, 320 g	-	-	-	-	-	Band	22,A12; 21,N44	830; B	-	-	https://d-nb.info/1244545821/04	http://deposit.dnb.de/cgi-bin/dokserv?id=e4549f2dd4994b2a810aebe398de7f29&prov=M&dok_var=1&dok_ext=htm	-	-
Chris Nonnast liest Romy Fölck, Nebelopfer	Nebelopfer	-	Lübbe Audio	Köln	2022	-	9783785784174; 3785784171	Bearbeitete Fassung	EUR 18.68 (DE), EUR 19.99 (DE) (freier Preis), EUR 20.60 (AT) (freier Preis), CHF 29.90 (freier Preis)	6 CDs	-	-	-	-	Erscheint auch als: Druck-Ausgabe; Erscheint auch als: Online-Ausgabe; Erscheint auch als	-	Audiodisk	22,A12; 21,N44	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=5eb4686ddf8a40708abc321a8e252d1a&prov=M&dok_var=1&dok_ext=htm	-	-
"Ich habe keinen einzigen Traum aufgegeben" : Ernst Augustin zum Gedächtnis	-	herausgegeben von Lutz Hagestedt	C.H.Beck	München	2022	-	9783406784071; 3406784070	-	(Festeinband : circa EUR 25.00 (DE))	352 Seiten	21 cm, 497 g	-	-	-	-	-	Band	22,A12; 21,N44	830	Augustin, Ernst	833.914	https://d-nb.info/124453482X/04	http://deposit.dnb.de/cgi-bin/dokserv?id=1d375d0f411547e2b6b011b348c49a5b&prov=M&dok_var=1&dok_ext=htm	-	-
Peter Kurth liest Maxim Leo, Der Held vom Bahnhof Friedrichstraße	Der Held vom Bahnhof Friedrichstrasse	-	Argon Verlag AVE GmbH	Berlin	2022	-	9783839819456; 3839819458	Autorisierte Lesefassung	EUR 18.64 (DE), EUR 19.95 (DE) (freier Preis), EUR 19.95 (AT) (freier Preis)	1 CD	89 g	-	Argon Hörbuch	-	Erscheint auch als: Druck-Ausgabe; Erscheint auch alsOnline-Ausgabe; Erscheint auch als	-	Audiodisk	22,A12; 21,N44	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=127c7272d5434364b4c90fcb2adf6635&prov=M&dok_var=1&dok_ext=htm	-	-
Meine kleine Welt : Familiengeschichten	Meine kleine Welt	Ewald Arenz	Ars vivendi	Cadolzburg	2022	-	9783747203514; 3747203515	Originalausgabe, 1. Auflage	(Festeinband : EUR 20.00 (DE), EUR 20.90 (AT))	209 Seiten	21 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A12; 21,N44	830; B	-	-	https://d-nb.info/1244508233/04	http://deposit.dnb.de/cgi-bin/dokserv?id=c4a87bf52e8c4bfc9ab1e4cbf39f3c57&prov=M&dok_var=1&dok_ext=htm	-	-
Der Zweikampf	Der Zweikampf	Heinrich von Kleist ; mit Rolf Boysen	Der Audio Verlag	Berlin	2022	-	9783742422224; 3742422227	Ungekürzte Lesung	EUR 10.00 (DE) (freier Preis), EUR 10.30 (AT) (freier Preis), CHF 14.50 (freier Preis)	1 CD	-	-	Große Werke - große Stimmen	-	-	-	Audiodisk	22,A12; 21,N44	830; B	-	-	-	-	-	-
Stopfkuchen	Stopfkuchen	Wilhelm Raabe ; mit Hans-Helmut Dickow	Der Audio Verlag	Berlin	2022	-	9783742423436; 3742423436	Gekürzte Lesung	EUR 10.00 (DE) (freier Preis), EUR 10.30 (AT) (freier Preis), CHF 14.50 (freier Preis)	1 CD	-	-	Große Werke - große Stimmen	-	-	-	Audiodisk	22,A12; 21,N44	830; B	-	-	-	-	-	-
Im Schatten der Wende : Kriminaldauerdienst: Team Ost-West	-	Frank Goldammer ; Sprecher Uve Teschner	Der Audio Verlag	Berlin	2022	-	9783742422446; 3742422448	Ungekürzte Lesung	EUR 20.00 (DE) (freier Preis), EUR 20.60 (AT) (freier Preis), CHF 28.90 (freier Preis)	1 CD	-	-	-	-	Erscheint auch als: Druck-Ausgabe	-	Audiodisk	22,A12; 21,N44	830; B	-	-	-	-	-	-
Der Schatz der Sierra Madre	Der Schatz der Sierra Madre	B. Traven ; mit Georg Kostya	Der Audio Verlag	Berlin	2022	-	9783742423870; 3742423878	Gekürzte Lesung	EUR 10.00 (DE) (freier Preis), EUR 10.30 (AT) (freier Preis), CHF 14.50 (freier Preis)	1 CD	-	-	Große Werke - große Stimmen	-	Erscheint auch als: Druck-Ausgabe	-	Audiodisk	22,A12; 21,N44	830; B	-	-	-	-	-	-
Das Leben der Hochgräfin Gritta von Rattenzuhausbeiuns	Das Leben der Hochgräfin Gritta von Rattenzuhausbeiuns	Bettina von Arnim und Gisela von Arnim ; mit Ulrike Grote	Der Audio Verlag	Berlin	2022	-	9783742423320; 3742423320	UngekürzteLesung	EUR 10.00 (DE) (freier Preis), EUR 10.30 (AT) (freier Preis), CHF 14.50 (freier Preis)	1 CD	-	-	Große Werke - große Stimmen	-	Erscheint auch als: Druck-Ausgabe	-	Audiodisk	22,A12; 21,N44	830; B	-	-	-	-	-	-
Die großen Werke	-	E.T.A. Hoffmann ; Lesungen mit Peter Matić, Hans Paetsch, Gerd Wameling u.v.a	Der Audio Verlag	Berlin	2022	-	9783742423085; 3742423088	-	EUR 30.00 (DE) (freier Preis), EUR 30.90 (AT) (freier Preis), CHF 41.50 (freier Preis)	4 CDs	-	-	-	-	-	-	Audiodisk	22,A12; 21,N44	830; B	-	-	-	-	-	-
Sabine Kaack liest Janne Mommsen, Ein Fest im kleinen Friesencafé	Ein Fest im kleine Friesencafe	-	Argon Verlag AVE GmbH	Berlin	2022	-	9783839819166; 3839819164	Ungekürzte Lesung	EUR 18.64 (DE), EUR 19.95 (DE) (freier Preis), EUR 19.95 (AT) (freier Preis)	1 CD	88 g	-	Argon Hörbuch	-	Erscheint auch als: Druck-Ausgabe; Erscheint auch alsOnline-Ausgabe; Erscheint auch als	-	Audiodisk	22,A12; 21,N44	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=227712ed854b488f9acadcc14c2b4192&prov=M&dok_var=1&dok_ext=htm	-	-
Dschinns	-	Fatma Aydemir ; ungekürzte Lesung mir Sesede Terziyan	Der Audio Verlag	Berlin	2022	-	9783742422699; 3742422693	Ungekürzte Lesung	EUR 23.00 (DE) (freier Preis), EUR 23.70 (AT) (freier Preis), CHF 32.50 (freier Preis)	1 CD	-	-	-	-	Erscheint auch als: Druck-Ausgabe	-	Audiodisk	22,A12; 21,N44	830; B	-	-	-	-	-	-
Ilias	-	Gustav Schwab ; mit Matthias Ponnier	Der Audio Verlag	Berlin	2022	-	9783742423443; 3742423444	Gekürzte Lesung	EUR 10.00 (DE) (freier Preis), EUR 10.30 (AT) (freier Preis), CHF 14.50 (freier Preis)	1 CD	-	-	Große Werke - große Stimmen	-	-	-	Audiodisk	22,A12; 21,N44	830; B	-	-	-	-	-	-
Ein simpler Eingriff : Roman	-	Yael Inokai	Hanser Berlin	München	2022	-	9783446272316; 3446272313	1. Auflage	(Festeinband : circa EUR 20.00 (DE), circa EUR 20.60 (AT))	186 Seiten	21 cm, 295 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A12; 21,N44	830; B	-	-	-	-	-	-
Das Russenhaus : Roman um Gabriele Münter und Wassily Kandinsky	-	Ota Filip	Langen-Müller	München	2022	-	9783784435640; 3784435645	2. Auflage	(Broschur : EUR 15.00 (DE), EUR 15.50 (AT), CHF 20.50 (freier Preis))	240 Seiten	21 cm	-	-	-	-	-	Band	22,A12; 21,N44	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=091ad89125c0454c9f25e4495427cb10&prov=M&dok_var=1&dok_ext=htm; http://deposit.dnb.de/cgi-bin/dokserv?id=091ad89125c0454c9f25e4495427cb10&prov=M&dok_var=2&dok_ext=htm	-	-
Wiedersehen im Shangri-La : wie ein Mönch und ein Milliardär den Sinn des Lebens fanden	The billionaire and the monk	Vibhor Kumar Singh ; aus dem Englischen übersetzt von Deborah Druba	nymphenburger	Stuttgart	2022	-	9783968600437; 3968600436	-	(Broschur : EUR 12.00 (DE), EUR 12.40 (AT), CHF 16.50 (freier Preis))	127 Seiten	21 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A12; 21,N42	830; B	-	-	https://d-nb.info/1243191902/04	http://deposit.dnb.de/cgi-bin/dokserv?id=4c3942cf52b34dd0a53dea80e4e1226b&prov=M&dok_var=1&dok_ext=htm; http://deposit.dnb.de/cgi-bin/dokserv?id=4c3942cf52b34dd0a53dea80e4e1226b&prov=M&dok_var=2&dok_ext=htm	-	-
Das Mädchen mit dem Drachen	Le cerf-volant	Laetitia Colombani ; aus dem Französischen von Claudia Marquardt ; gelesen von Cathlen Gawlich	Argon Verlag AVE GmbH	Berlin	2022	-	9783839819265; 3839819261	Ungekürzte Lesung	EUR 18.64 (DE), EUR 19.95 (DE) (freier Preis), EUR 19.95 (AT) (freier Preis)	1 CD	88 g	-	Argon Hörbuch	-	Erscheint auch als: Druck-Ausgabe; Erscheint auch alsOnline-Ausgabe; Erscheint auch als	-	Audiodisk	22,A12; 21,N38	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=3ebbb4c21a6b4c5b90158e103b3c99a8&prov=M&dok_var=1&dok_ext=htm	-	-
Der Ketzer von Soana	Der Ketzer von Soana	Gerhart Hauptmann ; mit Radierungen von Hans Meid ; mit einem Nachwort von Stefan Rohlfs	Quintus	Berlin	2022	-	9783969820124; 396982012X	1. Auflage	(Festeinband : EUR 15.00 (DE), EUR 15.40 (AT))	143 Seiten	22 cm	-	Gerhart Hauptmann Werke; Erkneraner Ausgabe	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A12; 21,N25	830; B	Priester; Katholische Kirche; Liebesbeziehung	-	https://d-nb.info/1235543129/04	-	-	-
Das Inselkrankenhaus - Strandleuchten : Roman	-	Liv Helland	Rowohlt Taschenbuch Verlag	Hamburg	2022	-	9783499004612; 3499004615	Originalausgabe	(Broschur : EUR 10.00 (DE), EUR 10.30 (AT))	364 Seiten	19 cm, 324 g	-	-	-	Erscheint auch alsOnline-Ausgabe; Erscheint auch als	-	Band	22,A12; 21,N18	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=dafe11c322324a809774c8456a1ad10a&prov=M&dok_var=1&dok_ext=htm	-	-
The German girl : Roman	-	Ulrike Sterblich	Rowohlt Taschenbuch Verlag	Hamburg	2022	-	9783499002533; 3499002531	1. Auflage	(Broschur : EUR 12.00 (DE), EUR 12.40 (AT))	384 Seiten	19 cm, 334 g	-	-	-	Erscheint auch als: Druck-Ausgabe; Erscheint auch als: Online-Ausgabe	-	Band	22,A12; 21,N18	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=6acdd46d89714b0b89922dd292405dfe&prov=M&dok_var=1&dok_ext=htm	-	-
Sonne über dem Salzgarten	-	Tabea Bach ; gelesen von Elena Wilms	Lübbe Audio	Köln	2022	-	9783785783702; 3785783701	Ungekürzt	EUR 14.95 (DE), EUR 16.00 (DE) (freier Preis), EUR 16.50 (AT) (freier Preis), CHF 22.50 (freier Preis)	2 CDs	-	-	-	-	Erscheint auch als: Druck-Ausgabe; Erscheint auch als: Online-Ausgabe; Erscheint auch als	-	Audiodisk	22,A12; 21,N16	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=a625987bf89149a4ab5dfeea3efe5814&prov=M&dok_var=1&dok_ext=htm	-	-
Samarans Todeswasser	-	Hörspielskript und Regie: Dennis Ehrhardt ; John Sinclair - Dietmar Wunder [und weitere]	Lübbe Audio	Köln	2022	-	9783785782712; 3785782713	-	EUR 6.64 (DE), EUR 7.90 (DE) (freier Preis), EUR 7.90 (AT) (freier Preis), CHF 11.50 (freier Preis)	1 CD	-	1 Booklet (6 ungezählte Seiten)	Geisterjäger John Sinclair ; 151	-	Erscheint auch als	-	Audiodisk	22,A12; 21,N16	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=484c0030402d47ce8df0aa08bcd601de&prov=M&dok_var=1&dok_ext=htm	-	-
Der Heimweg : Psychothriller	Der Heimweg	Sebastian Fitzek	Knaur	München	2022	-	9783426519462; 3426519461	Vollständige Taschenbuchausgabe	(Broschur : EUR 11.99 (DE), EUR 12.40 (AT))	392 Seiten	19 cm, 350 g	-	-	-	Erscheint auch als: Druck-Ausgabe; Erscheint auch als: Online-Ausgabe	-	Band	22,A12; 21,N15	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=9d595350db9441408388238273738465&prov=M&dok_var=1&dok_ext=htm	-	-
Geistkrieger - Libellenfeuer : Roman	-	Sonja Rüther	Knaur Taschenbuch	München	2022	-	9783426527405; 3426527405	Originalausgabe	(Broschur : EUR 10.99 (DE), EUR 11.30 (AT))	399 Seiten	21 cm, 353 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A12; 21,N15	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=87a1f90f06e0480dbb7567d364e9e9c6&prov=M&dok_var=1&dok_ext=htm	-	-
Zusammen sind wir wundervoll : Roman	-	Marina Kirschner	Penguin Verlag	München	2022	-	9783328106913; 332810691X	1. Auflage	(Broschur : circa EUR 13.00 (DE), circa EUR 13.40 (AT), circa CHF 18.44, circa CHF 18.90 (freier Preis))	439 Seiten	21 cm, 514 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A12; 21,N15	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=49752a7dae19444fb3326ef3f0abb524&prov=M&dok_var=1&dok_ext=htm	-	-
Fremdes Licht : Roman	-	Michael Stavarič	btb	München	2022	-	9783442771523; 3442771528	1. Auflage, genehmigte Taschenbuchausgabe	(Broschur : circa EUR 12.00 (DE), circa EUR 12.40 (AT), circa CHF 17.46, circa CHF 17.90 (freier Preis))	503 Seiten	19 cm, 407 g	-	-	-	Erscheint auch als: Druck-Ausgabe; Erscheint auch als: Online-Ausgabe	-	Band	22,A12; 21,N14	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=aef9452005414d3587796388da1ed370&prov=M&dok_var=1&dok_ext=htm	-	-
Einer von euch - Bastian Schweinsteiger : Roman	-	Martin Suter ; gelesen von Gert Heidenreich	Diogenes Verlag AG	Zürich	2022	-	9783257804386; 3257804385	Ungekürzte Lesung	circa EUR 24.00 (DE) (freier Preis), circa EUR 27.00 (AT) (freier Preis), circa CHF 32.00 (freier Preis)	7 CDs	-	1 Booklet (8 ungezählte Seiten)	-	-	-	-	Audiodisk	22,A12; 21,N12	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=3aafe26bb9f147c39dcf73bd62097fba&prov=M&dok_var=1&dok_ext=htm	-	-
Im Land der wilden Pfoten : Roman	-	Lea Lobrecht	HarperCollins	Hamburg	2022	-	9783749902347; 3749902348	1. Auflage, Erstausgabe	(Broschur : EUR 11.00 (DE), EUR 11.40 (AT))	398 Seiten	19 cm	-	-	-	Erscheint auch alsOnline-Ausgabe; Erscheint auch als	-	Band	22,A12; 21,N08	830; B	-	-	-	-	-	-
Zum Nachmittagstee bei Albert E. oder wie du deine 1000 Träume lebst : eine Traumzeit-Erzählung	Zum Nachmittagstee bei Albert E	David Lindner	Traumzeit-Verlag	Battweiler	2021	-	9783933825803	Originalausgabe	(Festeinband : EUR 39.95)	221 Seiten	22 cm, 427 g	-	-	-	-	-	Band	22,A12; 08,N38,0436	830; B	-	-	https://d-nb.info/990245748/04	-	-	-
Hochmut, Hass und Liebe : eine moderne Familiensaga zwischen Waterkant und Alpenrand : Gesellschaftsroman	-	Dieter Kleffner	Edition Paashaas Verlag	[Hattingen]	2021	-	-	Originalausgabe	-	2 Bände	20 cm	-	-	-	-	-	Band	22,A12	830; B	-	-	-	-	-	-
Again	-	Mona Kasten	Ėksmo	Moskva	2021	-	-	-	-	-	21 cm	-	-	-	-	-	Band	22,A12	830; B	-	-	-	-	-	-
Befallen	-	Julia Tauwald	BoD	Norderstedt	2021	-	-	-	-	Bände	22 cm	-	-	-	-	-	Band	22,A12	830; B	-	-	-	-	-	-
Searching paradize	-	Jasmin Knappenberger	Redrum	Berlin	2021	-	-	-	-	21 cm	-	-	Redrum	-	-	-	Band	22,A12	830; B	-	-	-	-	-	-
Shadowlight : ... Buch der Seelen	-	Caroline Schmidt	Wreaders	Sassenberg	2021	-	-	-	-	-	21 cm	-	Wreaders Taschenbuch	-	-	-	Band	22,A12	830; B	-	-	-	-	-	-
Ein Stuttgarter Literaturspaziergang in neun Bildern	-	Barbara Stoll, Frank Ackermann	Thorbenfeldt	Neulingen	2021	-	9783948968854	-	(Festeinband)	128 Seiten	22 cm	-	-	-	-	-	Band	22,A12	830	Literarische Stätte	830.90009434715	https://d-nb.info/1252697643/04	-	-	-
Elbury University-Reihe	-	Stefanie R. Carl	VAJONA Verlag	Oelsnitz	2021	-	-	-	-	22 cm	-	-	-	-	-	-	Band	22,A12	830; B	-	-	-	-	-	-
Communio : ein historischer Roman aus dem alten Rom	-	Christian Schlindwein	Dominus-Verlag	Augsburg	2021	-	9783940879745	Erste Auflage	(Broschur)	200 Seiten	19 cm	-	-	-	-	-	Band	22,A12	830; B	-	-	-	-	-	-
Weihnachtsgedichte	-	ausgewählt von Stephan Koranyi	Reclam	Ditzingen	2021	-	9783150111321	-	(Festeinband : EUR 10.00 (DE), EUR 10.30 (AT))	109 Seiten	16 cm	-	-	-	-	-	Band	22,A12	830; B	-	-	https://d-nb.info/1252336349/04	-	-	-
Die Dorfschullehrerin	-	Eva Möller	Lübbe	Köln	2021	-	-	-	-	-	-	-	-	-	-	-	Band	22,A12	830; B	-	-	-	-	-	-
Imperial	-	Maddie Sage	VAJONA	Oelsnitz	2021	-	-	-	-	3 Bände	22 cm	-	-	-	-	-	Band	22,A12	830; B	-	-	-	-	-	-
5 x 13 : das Bakteriumvirus bedroht die Welt : Roman	-	Andreas Herter-von der Ohe	RoBiDo Verlag	Hannover	2021	-	9783946519089	-	(Broschur)	168 Seiten	20 cm	-	-	-	-	-	Band	22,A12	830; B	-	-	https://d-nb.info/1250344972/04	-	-	-
Hans-Bergel-Brevier	-	herausgegeben von Peter Paspa	Edition Noack & Block	Berlin	2021	-	-	-	-	2 Bände	21 cm	-	-	-	-	-	Band	22,A12	830; B	-	-	-	-	-	-
Concierto sin poeta	Konzert ohne Dichter	Klaus Modick ; traducción de Jorge Seca	Editorial Periférica	Cáceres	2021	-	9788418838149	Primera edición	(Broschur)	223 Seiten	22 cm	-	Colección Fuera de serie ; 7	-	-	-	Band	22,A12	830; B	Vogeler, Heinrich; Rilke, Rainer Maria	-	https://d-nb.info/1247143503/04	-	-	-
Die Glaskugel	-	Jan Mayer	LIT	Berlin; Münster	2021	-	9783643250308	-	(Broschur)	714 Seiten	21 cm	-	LIT literarisch	-	-	-	Band	22,A12	830; B	-	-	https://d-nb.info/1247133184/04	-	-	-
Wir, Frauen, Unser, Leben	-	Astrid Seehaus (Hrsg.)	Undine	Wehnde	2021	-	9783969841143	Erstveröffentlichung	(Broschur)	259 Seiten	19 cm	-	-	-	-	-	Band	22,A12	830; B	-	-	https://d-nb.info/124712097X/04	-	-	-
Las páginas del mundo - país nocturno	Die Seiten der Welt - Nachtland	Kai Meyer ; traducción: Nicolás Cortegoso Vissio	Pictus	Ciudad Autónoma de Buenos Aires	2021	-	9789873684739	1a edición	(Broschur)	586 Seiten	23 cm	-	-	-	-	-	Band	22,A12	830; B	-	-	https://d-nb.info/1246948338/04	-	-	-
Les dents de lait : roman	Milchzähne	Helene Bukowski ; traduit par Elisa Crabeil et Sarah Raquillet	Gallmeister	[Paris]	2021	-	9782351782477	-	(Broschur)	260 Seiten	21 cm	-	-	-	-	-	Band	22,A12	830; B	-	-	-	-	-	-
Merci, Monsieur Dior	Merci, Monsieur Dior	Agnès Gabriel ; traduzione di Roberta Zuppet	Giunti	Firenze, Itali	2021	-	9788809959262	-	(Broschur)	383 Seiten	21 cm	-	-	-	-	-	Band	22,A12	830; B	-	-	-	-	-	-
Tonio Kröger : uzun öykü	Tonio Kröger	Thomas Mann ; almanca aslından çeviren Fatih Özgüven	Can Sanat Yayınları	İstanbul	2021	-	9789750748738	3. basım	(Broschur)	92 Seiten	20 cm	-	Can modern	-	-	-	Band	22,A12	830; B	Bürgertum; Schriftsteller; Außenseiter	-	-	-	-	-
Mademoiselle Coco e il profumo dell'amore	Mademoiselle Coco und der Duft der Liebe	Michelle Marly ; traduzione di Sara Congregati e Lucia Ferrantini	Giunti	Firenze, Italia	2021	-	9788809959255	-	(Broschur)	405 Seiten	21 cm	-	-	-	-	-	Band	22,A12	830; B	-	-	-	-	-	-
Los Buddenbrook : decadencia de una familia	Buddenbrooks	Thomas Mann ; traducción de Isabel García Adánez	Debolsillo	Barcelona	2021	-	9788466356152	-	(Broschur)	893 Seiten	19 cm	-	Contemporánea	-	-	-	Band	22,A12	830; B	Kaufmann; Familie	-	-	-	-	-
Miss Guggenheim : tra amore e arte	Miss Guggenheim	Leah Hayden ; traduzione di Alessandra Petrelli	Superbeat	[Vicenza]	2021	-	9788865598566	-	(Broschur)	383 Seiten	22 cm	-	Biblioteca editori associati di Tascabili ; 88	-	-	-	Band	22,A12	830; B	-	-	-	-	-	-
O perfume : a historia dun asasino	Das Parfum	Patrick Süskind ; traducido por Patricia Buxán Outeiro	Kalandraka Editora	Ponteverdra	2021	-	9788416721931	Primeira edición	(Broschur)	337 Seiten	21 cm	-	Faktoria narrativa	-	-	-	Band	22,A12	830; B	Parfüm; Mord	-	-	-	-	-
I colori dell'addio	Abschiedsfarben	Bernhard Schlink ; traduzione dal tedesco di Susanne Kolb	Neri Pozza Editore	Vicenza	2021	-	9788854523265	-	(Broschur)	239 Seiten	22 cm	-	Bloom ; 204	-	-	-	Band	22,A12	830; B	-	-	-	-	-	-
Un combat : une nouvelle	Ein Kampf	Patrick Süskind ; avec des dessins de Sempé ; traduit de l'allemend par Bernard Lortholary	Fayard; Denoe̋l	[Paris]	2021	-	9782213721255	-	(Broschur)	68 Seiten	19 cm	-	-	-	-	-	Band	22,A12	830; B	-	-	-	-	-	-
