Titel	Werktitel	Verfasser	Verlag	Verlagsort	Erscheinungsjahr	Erscheinungstermin	ISBN	Auflage	Preis	Seiten	Maß	Begleitmaterial	Reihe	Fußnote	Parallele Ausgabe	Hochschulschriftenvermerk	Datenträger	Wochenverzeichnisnummer	DDC-Sachgruppe	Schlagworte	Vollständige DDC-Notation	Inhaltsverzeichnis	Inhaltstext	Links	Desiderat
Neues Glück im kleinen Strickladen in den Highlands : Roman	-	Susanne Oswald	HarperCollins	Hamburg	2021	-	9783749901579; 3749901570	1. Auflage, Originalausgabe	(Broschur : EUR 12.00 (DE), EUR 12.40 (AT))	364 Seiten	19 cm	-	-	-	Erscheint auch als: Online-Ausgabe; Erscheint auch als	-	Band	22,A01; 21,N08	830; B	-	-	-	-	-	-
Nanopark : erlebe deine Fantasie!	-	Uwe Hermann	Polarise	Heidelberg	2021	-	9783947619696; 3947619693	1. Auflage	(Broschur : circa EUR 12.95 (DE), circa EUR 13.40 (AT))	384 Seiten	21 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 21,N04	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=f396c35a46d447cb8a3e5e6ba61d3095&prov=M&dok_var=1&dok_ext=htm	-	-
Die Zukunft zwischen Goethezeit und Realismus : literarische Zeitreflexion der Zwischenphase (1820-1850)	-	Stephan Brössel	J.B. Metzler	Berlin	2021	-	9783662630167; 3662630168	-	(Broschur : EUR 42.79 (DE), EUR 43.99 (AT), CHF 47.14 (freier Preis), EUR 39.99)	XIV, 428 Seiten	21 cm, 577 g	-	-	-	Erscheint auch als: Online-Ausgabe	Habilitationsschrift; Westfälische Wilhelms-Universität Münster	Band	22,A01; 22,H01; 21,N03	830	Deutsch; Novelle; Zeit; Zeitlichkeit	833.009384	https://d-nb.info/1224901770/04	http://deposit.dnb.de/cgi-bin/dokserv?id=ef0fa6bbecda4a14b3b2e79d39ddfe45&prov=M&dok_var=1&dok_ext=htm	-	-
Gegenwärtig : Lyrik und Meditationen	-	Stefan Schlager	Verlag am Rande	Sipbachzell	2021	-	9783903190375; 3903190373	1. Auflage	(Festeinband : EUR 22.00 (DE), EUR 22.00 (AT))	151 Seiten	22 cm	-	-	-	-	-	Band	22,A01; 21,N03	830; B	-	-	https://d-nb.info/1224900871/04	-	-	-
Die Ohnmacht des Spekulativen : Elemente einer Poetik von Hegels "Phänomenologie des Geistes"	-	Ivan Boldyrev	Brill, Wilhelm Fink	Paderborn	2021	-	9783770565405; 3770565401	-	(Festeinband : EUR 49.90 (DE), EUR 48.97 (DE), EUR 51.30 (AT), EUR 50.40 (AT))	XIII, 215 Seiten	24 cm, 518 g	-	Jena-Sophia ; Band 19. Abteilung 2, Studien	-	Erscheint auch als: Online-Ausgabe	Dissertation; Humboldt-Universität zu Berlin2019	Band	22,A01; 22,H01; 20,N50	100; 830	Hegel, Georg Wilhelm Friedrich; Poetik; Literarizität	193	https://d-nb.info/1222760304/04	http://deposit.dnb.de/cgi-bin/dokserv?id=fa134b5b6c7a4ebf87aae7e414b46018&prov=M&dok_var=1&dok_ext=htm	-	-
Anton Graf Bossi-Fedrigotti : Karrieren eines Schriftstellers im "Dritten Reich"	-	Christoph Penning	Brill, Ferdinand Schöningh	Paderborn	2021	-	9783506760494; 3506760491	-	(Festeinband : circa EUR 99.00 (DE), circa EUR 101.80 (AT))	VII, 727 Seiten	24 cm, 1217 g	-	-	-	Erscheint auch als: Online-Ausgabe	Dissertation; Universität Osnabrück2020	Band	22,A01; 22,H01; 20,N50	830; 943	Bossi Fedrigotti, Anton	833.912	https://d-nb.info/1222685620/04	http://deposit.dnb.de/cgi-bin/dokserv?id=302cbd98c83e438c9eaf76c9a5df09c5&prov=M&dok_var=1&dok_ext=htm	-	-
Klassengesellschaft reloaded und das Ende der menschlichen Gattung : Fragen an Heiner Müller	-	herausgegeben von Falk Strehlow und Wolfram Ette	Theater der Zeit	Berlin, Germany	2021	-	9783957493026; 3957493021	-	(Broschur : EUR 16.00 (DE), EUR 16.50 (AT))	203 Seiten	24 cm	-	Theater der Zeit ; 154. [...], Recherchen	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 20,N50	830	Müller, Heiner; Klassengesellschaft	832.914	https://d-nb.info/1222604159/04	-	-	-
Die Stunde der Wölfe : Roman	-	Birgit Mosser	Amalthea Verlag	Wien	2021	-	9783990501795; 3990501798	-	(Festeinband : circa EUR 22.00 (DE), circa EUR 22.00 (AT), circa CHF 27.50 (freier Preis))	358 Seiten	20 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 20,N48	830; B	-	-	-	-	-	-
Flüchtig : Roman	-	Hubert Achleitner	Goldmann	München	2021	-	9783442491537; 3442491533	1. Auflage, Taschenbuchausgabe	(Broschur : EUR 12.00 (DE), EUR 12.40 (AT), circa CHF 17.46, circa CHF 17.90 (freier Preis))	359 Seiten	19 cm, 366 g	-	-	-	Erscheint auch als: Tonträger-Ausgabe; Erscheint auch als	-	Band	22,A01; 20,N46	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=0625d181ca5a47edb8a8fd49c114d6e8&prov=M&dok_var=1&dok_ext=htm	-	-
Ameisenmonarchie : Roman	-	Romina Pleschko	Kremayr & Scheriau	Wien	2021	-	9783218012706; 3218012708	-	(Festeinband : EUR 20.00 (DE), EUR 20.00 (AT))	202 Seiten	21 cm	-	-	-	-	-	Band	22,A01; 20,N45	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=71f81f754aa94f7990b2c0527691bc37&prov=M&dok_var=1&dok_ext=htm	-	-
Hannes : Roman	-	Rita Falk	dtv	München	2021	-	9783423718905; 3423718900	Ungekürzte Ausgabe	(Broschur : EUR 9.95 (DE), EUR 10.30 (AT), CHF 13.50 (freier Preis))	202 Seiten	19 cm	-	-	-	Erscheint auch als: Tonträger-Ausgabe; Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 20,N45	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=bed17e3c63ca4c79a8990651ae159be9&prov=M&dok_var=1&dok_ext=htm	-	-
Eine Freundschaft : Briefe 1971-87	-	Jörg Fauser, Carl Weissner ; herausgegeben und mit einem Gespräch eingeleitet von Matthias Penzel und Stephan Porombka	Diogenes	Zürich	2021	-	9783257071078; 3257071078	Erstausgabe	(Festeinband : circa EUR 24.00 (DE), circa EUR 24.70 (AT), circa CHF 32.00 (freier Preis))	361 Seiten	19 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 20,N45	830; 430; 810	Fauser, Jörg; Weissner, Carl	833.914; 438.04021092	https://d-nb.info/1220372528/04	http://deposit.dnb.de/cgi-bin/dokserv?id=f5a58198e88944169fdccfe4c6de5ecd&prov=M&dok_var=1&dok_ext=htm	-	-
Bretonische Brandung	Bretonische Brandung	Jean-Luc Bannalec	FISCHER Taschenbuch	Frankfurt am Main	2021	-	9783596522934; 3596522935	-	(Festeinband : EUR 12.00 (DE), EUR 12.40 (AT))	477 Seiten	15 cm, 227 g	-	Fischer TaschenBibliothek	"Kommissar Dupins zweiter Fall" - Umschlag	-	-	Band	22,A01; 20,N44	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=4d47607ab3334d089024f7406f3d8ade&prov=M&dok_var=1&dok_ext=htm	-	-
Wenn der Glaubenberg schweigt : Kriminalroman	-	Monika Mansour	emons	Köln	2021	-	9783740811341; 374081134X	Originalausgabe	(broschiert : EUR 13.00 (DE), EUR 13.40 (AT), CHF 18.70 (freier Preis))	335 Seiten	21 cm	-	emons: Krimi	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 20,N43	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=63bf43a5ec0548e3bbb31a258bac7882&prov=M&dok_var=1&dok_ext=htm	-	-
Literatur in Österreich 1938-1945 : Literarisches System in Österreich 1933/1938-1945 : Zensur und Förderung - Literarische Vereine - Anthologien	-	Uwe Baur	Böhlau Verlag	Wien; Köln; Weimar	2021	-	9783205212348	-	(Gewebe)	478 Seiten	25 cm, 1044 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 20,N42	830	Literarisches Leben; Literaturproduktion	830.9943609043	https://d-nb.info/1219227722/04	-	-	-
Platte 317 : Roman	-	Rayna Breuer	danube books	Ulm	2021	-	9783946046257; 3946046258	-	(Festeinband : EUR 20.00 (DE), EUR 20.60 (AT))	211 Seiten	22 cm	-	-	-	-	-	Band	22,A01; 20,N38	830; B	-	-	https://d-nb.info/121734375X/04	-	-	-
Hannes : Roman	-	Rita Falk ; mit einem Vorwort von Hans Steinbichler	dtv	München	2021	-	9783423086660; 3423086661	Sonderausgabe	(Broschur : EUR 12.00 (DE), EUR 12.40 (AT), CHF 16.50 (freier Preis))	206 Seiten	19 cm	-	-	-	Erscheint auch alsOnline-Ausgabe; Erscheint auch alsTonträger-Ausgabe; Erscheint auch als: Tonträger-Ausgabe; Erscheint auch als	-	Band	22,A01; 19,N18	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=15c40c02ad9448f6b13a1a3b5d3d39cc&prov=M&dok_var=1&dok_ext=htm	-	-
Hannes	-	Rita Falk ; Lesung mit Johannes Raspe	Der Audio Verlag	Berlin	2021	-	9783742411471; 3742411470	Gekürzte Lesung	EUR 12.00 (DE) (freier Preis), EUR 13.50 (AT) (freier Preis), CHF 16.90 (freier Preis)	1 CD	-	-	-	-	Erscheint auch als: Druck-Ausgabe	-	Audiodisk	22,A01; 19,N18	830; B	Junger Mann; Verkehrsunfall; Koma; Freund; Erzählen; Alltag	-	-	-	-	-
Eiskalter Hund	-	Oliver Kern	Weltbild	Augsburg	2020	-	-	Genehmigte Lizenzausgabe	-	302 Seiten	20 cm	-	Weltbild Editionen; Bayern Krimis	-	-	-	Band	22,A01	830; B	-	-	-	-	-	-
Alle Vögel fliegen hoch : Franza und Flipper ermitteln	-	Michaela Seul	Weltbild	Augsburg	2020	-	-	Genehmigte Lizenzausgabe	-	478 Seiten	20 cm	-	Weltbild Editionen; Bayern Krimis	-	-	-	Band	22,A01	830; B	-	-	-	-	-	-
Die kalte Sofie	-	Felicitas Gruber	Weltbild	Augsburg	2020	-	-	Genehmigte Lizenzausgabe	-	335 Seiten	20 cm	-	Weltbild Editionen; Bayern Krimis	-	-	-	Band	22,A01	830; B	-	-	-	-	-	-
Kirchweihmord	-	Friederike Schmöe	Weltbild	Augsburg	2020	-	-	Genehmigte Lizenzausgabe	-	287 Seiten	20 cm	-	Weltbild Editionen; Bayern Krimis	-	-	-	Band	22,A01	830; B	-	-	-	-	-	-
Kirchweihmord	-	Friederike Schmöe	Weltbild	Augsburg	2020	-	-	Genehmigte Lizenzausgabe	-	287 Seiten	20 cm	-	Weltbild Editionen; Bayern Krimis	-	-	-	Band	22,A01	830; B	-	-	-	-	-	-
Seealpmord	-	Nicki Fleischer	Weltbild	Augsburg	2020	-	-	Genehmigte Lizenzausgabe	-	383 Seiten	20 cm	-	Weltbild Editionen; Bayern Krimis	-	-	-	Band	22,A01	830; B	-	-	https://d-nb.info/1247569489/04	-	-	-
Gut getroffen	-	Fredrika Gers	Weltbild	Augsburg	2020	-	-	Genehmigte Lizenzausgabe	-	303 Seiten	20 cm	-	Weltbild Editionen; Bayern Krimis	-	-	-	Band	22,A01	830; B	-	-	-	-	-	-
Tote lächeln nicht	-	Franz Hafermeyer	Weltbild	Augsburg	2020	-	-	Genehmigte Lizenzausgabe	-	399 Seiten	20 cm	-	Weltbild Editionen; Bayern Krimis	-	-	-	Band	22,A01	830; B	-	-	-	-	-	-
Rosskur	-	Jürgen Seibold	Weltbild	Augsburg	2020	-	-	Genehmigte Lizenzausgabe	-	365 Seiten	20 cm	-	Weltbild Editionen; Bayern Krimis	-	-	-	Band	22,A01	830; B	-	-	-	-	-	-
Eisenhut und Apfelstrudel	-	Jessica Müller	Weltbild	Augsburg	2020	-	-	Genehmigte Lizenzausgabe	-	319 Seiten	20 cm	-	Weltbild Editionen; Bayern Krimis	-	-	-	Band	22,A01	830; B	-	-	-	-	-	-
Schwarze Piste	-	Andreas Föhr	Weltbild	Augsburg	2020	-	-	Genehmigte Lizenzausgabe	-	432 Seiten	20 cm	-	Weltbild Editionen; Bayern Krimis	-	-	-	Band	22,A01	830; B	-	-	-	-	-	-
Toter Winkel	-	Dinesh Bauer	Weltbild	Augsburg	2020	-	-	Genehmigte Lizenzausgabe	-	478 Seiten	20 cm	-	Weltbild Editionen; Bayern Krimis	-	-	-	Band	22,A01	830; B	-	-	-	-	-	-
Himmel, Herrgott, Hirschgeweih	-	Fanny König	Weltbild	Augsburg	2020	-	-	Genehmigte Lizenzausgabe	-	302 Seiten	20 cm	-	Weltbild Editionen; Bayern Krimis	-	-	-	Band	22,A01	830; B	-	-	-	-	-	-
Unter aller Sau	-	Christian Limmer	Weltbild	Augsburg	2020	-	-	Genehmigte Lizenzausgabe	-	318 Seiten	20 cm	-	Weltbild Editionen; Bayern Krimis	-	-	-	Band	22,A01	830; B	-	-	-	-	-	-
Gemordet wird immer	-	Tessa Korber	Weltbild	Augsburg	2020	-	-	Genehmigte Lizenzausgabe	-	271 Seiten	20 cm	-	Weltbild Editionen; Bayern Krimis	-	-	-	Band	22,A01	830; B	-	-	-	-	-	-
Herzblut	-	Volker Klüpfel, Michael Kobr	Weltbild	Augsburg	2020	-	-	Genehmigte Lizenzausgabe	-	479 Seiten	20 cm	-	Weltbild Editionen; Bayern Krimis	-	-	-	Band	22,A01	830; B	-	-	-	-	-	-
The Oppermanns	Die Geschwister Oppenheim	by Lion Feuchtwanger ; originally translated from the German by James Cleugh ; with a new foreword (and notes) by Richard J Evans	Persephone Books	London	2020	-	9781910263266	-	(Broschur)	xx, 554 Seiten	20 cm	-	Persephone book ; 136	-	-	-	Band	22,A01	830; B	Justiz; Korruption; Judenverfolgung; Familie	-	https://d-nb.info/1245840487/04	-	-	-
Mjeshtra të vjetër : komedi	Alte Meister	Thomas Bernhard ; përktheu nga origjinali Doreida Gedaj	Aleph	Tiranë	2020	-	9789928323057	-	(Broschur)	202 Seiten	21 cm	-	-	-	-	-	Band	22,A01	830; B	Kunsthistorisches Museum Wien; Kunstbetrachtung	-	-	-	-	-
Letër e shkurtër lamtumirë e gjatë : roman	Der kurze Brief zum langen Abschied	Peter Handke ; përktheu nga origjinali Doreida Gedaj	Aleph	Tiranë	2020	-	9789928323118	-	(Broschur)	155 Seiten	21 cm	-	-	-	-	-	Band	22,A01	830; B	Reise; Österreicher	-	-	-	-	-
Një natë të errët lashë shtëpinë time të heshtur : roman : me fjalën e Çmimit Nobel	In einer dunklen Nacht ging ich aus meinem stillen Haus	Peter Handke ; përktheunga origjinali Admira Poçi	Aleph	Tiranë	2020	-	9789928323033	-	(Broschur)	189 Seiten	21 cm	-	-	-	-	-	Band	22,A01	830; B	-	-	-	-	-	-
Band des Zyklus Die Lordrichter	-	-	Edel Germany GmbH	Hamburg	2020	-	-	-	-	-	21 cm	-	Atlan; Edition Perry Rhodan	-	-	-	Band	22,A01	830; B	-	-	-	-	-	-
Asche	-	Detlef Schulze ; Fotos: Theo Steiner	Moloko Print	[Schönebeck (Elbe)]	2020	-	9783943603965; 3943603962	-	(Broschur : EUR 29.90 (DE), EUR 29.90 (AT), CHF 29.90 (freier Preis))	318 Seiten	23 cm, 600 g	-	Moloko Print ; 090	-	-	-	Band	22,A01; 21,N12	830; B	-	-	-	-	-	-
Die Chroniken der drei Kriege : Fantasy	-	S.A. Lee	XOXO Verlag	Bremen	2020	-	-	-	-	-	21 cm	-	High fantasy	-	-	-	Band	22,A01	830; B	-	-	-	-	-	-
Sehen gehen : Fotografien	-	Michael Schreiner ; Max Sessner, Gedichte	Dussa	Steingaden	2020	-	9783922950639; 3922950639	Limitierte Auflage	(Festeinband (Preis in Vorbereitung))	circa 168 ungezählte Seiten	18 x 25 cm, 750 g	-	-	-	-	-	Band	22,A01; 20,N01	770; 830; B	-	-	-	-	-	-
Weiter : Roman	-	Thomas Jonigk	Literaturverlag Droschl	Graz; Wien	2020	-	9783990590478; 3990590472	-	(Festeinband : EUR 20.00 (DE), EUR 20.00 (AT), CHF 28.90 (freier Preis))	196 Seiten	21 cm	-	-	-	-	-	Band	22,A01; 19,N47	830; B	-	-	-	-	-	-
Tessiner Verwicklungen : der erste Fall für Tschopp & Bianchi : Roman	-	Sandra Hughes	Kampa	Zürich	2020	-	9783311120131; 3311120132	-	(Broschur : circa EUR 14.90 (DE), circa EUR 15.30 (AT), circa CHF 19.90 (freier Preis))	220 Seiten	21 cm	-	-	-	-	-	Band	22,A01; 19,N45	830; B	-	-	-	-	-	-
Die Frau im grünen Regenmantel : ein Fall für Tess Monaghan	The girl in the green raincoat	Laura Lippman ; aus dem amerikanischen Englisch von Sepp Leeb	Kampa	Zürich	2020	-	9783311125143; 3311125142	1. Auflage	(Festeinband : circa EUR 14.90 (DE), circa EUR 15.30 (AT), circa CHF 19.90 (freier Preis))	187 Seiten	19 cm	-	Red Eye	-	-	-	Band	22,A01; 19,N45	830; B	-	-	-	-	-	-
Rāhzanān	Die Räuber	aṯar-i Fridrīk Šīlir ; bāzniwīsi Ūrs Lūgir ; tarǧuma-i Ibrāhīm ʿAṭṭārī	Kitābhā-i Sipīda	Tihrān	2019	-	9786004351102	Čap-i awwal	(Broschur : EUR 10.00)	72 Seiten	22 cm	-	-	-	-	-	Band	22,A01	830; B	-	-	https://d-nb.info/1233325256/04	-	-	-
Dalla parte di Giasone : Kaschnitz, Seghers, Pavese e la riscrittura del mito	-	a cura di Maria Serena Mirto ; traduzioni di Federica Tedeschi	Pisa University Press	Pisa	2019	-	9788833392967; 8833392961	-	(Broschur : EUR 16.00)	204 Seiten	21 cm	-	Saggi e studi	-	-	-	Band	22,A01	830; B	-	-	https://d-nb.info/1217420967/04	-	-	-
Poslednij rycarʹ : izbrannye stichotvorenija	-	Bërris fon Mjunchgauzen ; petevod s nemeckogo E.V. Lukina	Skifija	Sankt-Peterburg	2019	-	9785000251584	-	(Festeinband)	166 Seiten	21 cm	-	-	-	-	-	Band	22,A01	830; B	-	-	https://d-nb.info/1207326852/04	-	-	-
Transfer - Kultur - Akteur : Festchrift für Dirk Kemper	-	Rossijskij gosudarstvennyj gumanitarnyj universitet	Rossijskij gosudarstvennyj gumanitarnyj universitet	Moskva	2019	-	9785728123286	Naučnoe izdanie	(Broschur)	520 Seiten	21 cm	-	-	-	-	-	Band	22,A01	830; 891.8	Deutsch; Russisch; Literatur; Literaturbeziehungen; Kulturbeziehungen	830.9	https://d-nb.info/1207293717/04	-	-	-
De sonnetten aan Orpheus	Sonette an Orpheus	Rainer Maria Rilke ; vertaald en van commentaar voorzien door Wessel ten Boom	Uitgeverij IJzer	Utrecht	2019	-	9789086841820; 9086841821	-	(Festeinband : EUR 25.00)	266 Seiten	23 cm	-	-	-	-	-	Band	22,A01	830; B	-	-	https://d-nb.info/1196129118/04	-	-	-
Mārī Stūyārt	Maria Stuart	Frīdrīš fūn Šīlir ; tarǧuma-i Muḥammad ʿAlī Šīšačī	Ṯāliṯ	Tihrān	2019	-	9789643805654	Čap-i siwwum	(Broschur : EUR 20.00)	226 Seiten	22 cm	-	-	-	-	-	Band	22,A01	830; B	-	-	https://d-nb.info/1192696867/04	-	-	-
Hannah Lambert ermittelt	-	Thomas Herzberg	Elaria; Zeilenfluss	München	2019	-	-	-	-	-	21 cm	-	-	-	-	-	Band	22,A01	830; B	-	-	-	-	-	-
Dīdār dar tārīkī	-	Hāynrīš Bul ; Saḥar Taslīmīyān	Intišārāt-i Dabīr	Tihrān	2018	-	9786008521266	Čap-i awwal	(Festeinband : EUR 14.70)	216 Seiten	22 cm	-	-	Enthält 18 Kurzgeschichten aus den Jahren 1947-1951	-	-	Band	22,A01	830; B	-	-	https://d-nb.info/1233321927/04	-	-	-
Expedition zum Wort : Gesamtausgabe in zwölf Bänden	Werke	Wolfram Stutz	Verlag Leben in der Sprache	Presseck	2018	-	-	"Das goldene Fenster"Jubiläumsausgabe, 30 Jahre Expedition zum Wort	-	12 Bände	21 cm	-	-	-	-	-	Band	22,A01	830; B	-	-	-	-	-	-
Der Fraktal-Zyklus	-	von Andreas Suchanek	Greenlight Press	Karlsruhe	2015	-	-	-	-	4 Bände	-	-	Heliosphere 2265. Andreas Suchanek	-	-	-	Band	22,A01	830; B	-	-	-	-	-	-
Heliosphere 2265	-	von Andreas Suchanek	Greenlight Press; Plan9	Karlsruhe; Hamburg	2015	-	-	-	-	-	22 cm	-	-	-	-	-	Band	22,A01	830; B	-	-	-	-	-	-
Literatur in Österreich 1938-1945 : Handbuch eines literarischen Systems	-	Uwe Baur ; Karin Gradwohl-Schlacher	Böhlau	Wien; Köln; Weimar	2008	-	-	-	-	Bände	25 cm	-	-	Literaturangaben	-	-	Band	22,A01	830	Literatur	830.9943609043	-	-	-	-
SØG - Schwarzer Himmel	Kulmanden	Jens Henrik Jensen ; Lesung mit Britta Steffenhagen ; aus dem Dänischen von Ulrich Sonnenberg	Der Audio Verlag	Berlin	2021	-	9783742419873; 3742419870	Ungekürzte Lesung	EUR 20.00 (DE) (freier Preis), EUR 20.60 (AT) (freier Preis), CHF 28.90 (freier Preis)	2 CDs	-	-	-	-	Erscheint auch als: Druck-Ausgabe	-	Audiodisk	22,A01; 21,N16	839; B	-	-	-	-	-	-
Birgitta Assheuer liest Simone de Beauvoir, Die Unzertrennlichen	Les inséparables	aus dem Französischen von Amelie Thoma	Argon Verlag AVE GmbH	Berlin	2021	-	9783839819210; 3839819210	Ungekürzte Lesung	EUR 18.64 (DE), EUR 19.95 (DE) (freier Preis), EUR 19.95 (AT) (freier Preis)	1 CD	90 g	-	Argon Edition	-	Erscheint auch als: Druck-Ausgabe; Erscheint auch als: Online-Ausgabe	-	Audiodisk	22,A01; 21,N17	840; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=81c52ea34bc04099ae81662820e4f578&prov=M&dok_var=1&dok_ext=htm	-	-
One-Way-Ticket ins Paradies : Roman	Aller simple pour Nomad Island	Joseph Incardona ; aus dem Französischen von Lydia Dimitrow	Lenos Verlag	Basel	2021	-	9783857878138; 3857878134	1. Auflage	(Broschur : circa EUR 12.50 (DE), circa EUR 12.90 (AT), circa CHF 16.00 (freier Preis))	310 Seiten	19 cm	-	Lenos pocket ; 213; Lenos Polar	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 21,N17	840; B	-	-	-	-	-	-
Der Witwer	Le veuf	Georges Simenon ; mit Hanns Zischler ; aus dem Französischen von Hansjürgen Wille, Barbara Klau und Heiko Arntz	Der Audio Verlag	Berlin	2021	-	9783742420886; 3742420887	Ungekürzte Lesung	EUR 20.00 (DE) (freier Preis), EUR 20.60 (AT) (freier Preis), CHF 28.90 (freier Preis)	3 CDs	-	1 Booklet (10 Seiten)	-	-	Erscheint auch als: Druck-Ausgabe	-	Audiodisk	22,A01; 21,N16	840; B	-	-	-	-	-	-
Bonobo Moussaka	Bonobo Moussaka	Adeline Dieudonné ; ungekürzte Lesung mit Aylin Tezel ; aus dem Französischen von Sina de Malafosse	Der Audio Verlag	Berlin	2021	-	9783742420770; 3742420771	Ungekürzte Lesung	EUR 12.00 (DE) (freier Preis), EUR 12.40 (AT) (freier Preis), CHF 17.90 (freier Preis)	1 CD	-	-	-	-	Erscheint auch als: Druck-Ausgabe	-	Audiodisk	22,A01; 21,N16	840; B	-	-	-	-	-	-
Port Sudan : Roman	Port-Soudan	Olivier Rolin ; aus dem Französischen von Holger Fock und Sabine Müller	Liebeskind	München	2021	-	9783954381357; 3954381354	-	(Festeinband : EUR 18.00 (DE), EUR 18.50 (AT))	124 Seiten	20 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 21,N16	840; B	-	-	-	-	-	-
Kolumbus-Epik : die Inszenierung eines Helden in französischen und neulateinischen Texten ab 1750	-	Gerd Johann König	De Gruyter	Berlin	2021	-	9783110737370; 311073737X	-	(Festeinband : EUR 119.95 (DE), EUR 119.95 (AT))	XI, 609 Seiten	24 cm, 1028 g	-	Mimesis ; Band 89	-	Erscheint auch als: Online-Ausgabe	Dissertation; Freie Universität Berlin	Band	22,A01; 22,H01; 21,N06	840; 870	Colombo, Cristoforo; Französisch; Neulatein; Epos	841.0320935109033	https://d-nb.info/1226451527/04	-	-	-
Die lasterhaften Balladen und Lieder des François Villon	Le testament	Nachdichtung von Paul Zech ; herausgegeben und mit einem Vorwort versehen von Alexander Nitzberg	dtv	München	2021	-	9783423147620; 3423147628	-	(Broschur : EUR 11.90 (DE), EUR 12.30 (AT), CHF 16.50 (freier Preis))	247 Seiten	20 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 20,N41	840; B	-	-	https://d-nb.info/1218481323/04	-	-	-
In die Fluten der Dunkelheit : Victor Lessard ermittelt : Thriller	Ghetto X	Martin Michaud ; aus dem kanadischen Französisch von Anabelle Assaf und Reiner Pfleiderer	Hoffmann und Campe	Hamburg	2021	-	9783455010800; 3455010806	1. Auflage	(Broschur : circa EUR 16.90 (DE), circa EUR 17.40 (AT), circa CHF 21.90 (freier Preis))	541 Seiten	21 cm	-	-	-	Erscheint auch als: Druck-Ausgabe; Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 20,N37	840; B	-	-	-	-	-	-
Gebrauchtes Glück : Roman	Bonheur d'occasion	Gabrielle Roy ; aus dem Französischen (Québec) von Anabelle Assaf und Sonja Finck	Aufbau	Berlin	2021	-	9783351034887; 3351034881	1. Auflage	(Festeinband : EUR 24.00 (DE), EUR 24.70 (AT))	455 Seiten	22 cm, 592 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 20,N17	840; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=c11e3b2bc6e44fce88275ed68287d08d&prov=M&dok_var=1&dok_ext=htm	-	-
Dante's dream : a Jungian psychoanalytical approach	-	Gwenyth E. Hood	De Gruyter	Berlin; Boston	2021	-	9781501518225	-	(Festeinband)	189 Seiten	24 cm	-	Research in medieval and early modern culture ; 30; Studies in medieval and early modern culture ; 76	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A01	850; 150	Dante; Jung, C. G; Tiefenpsychologie	851.1	https://d-nb.info/1237652375/04	-	-	-
Bilder meiner besten Freundin : Roman	Un' amicizia	Silvia Avallone ; aus dem Italienischen von Michael von Killisch-Horn	Hoffmann und Campe	Hamburg	2021	-	9783455011944; 3455011942	1. Auflage	(Festeinband : EUR 25.00 (DE), EUR 25.70 (AT), CHF 33.90 (freier Preis))	493 Seiten	22 cm, 640 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 21,N16	850; B	-	-	-	-	-	-
Un pugno di storie : divagazioni e riflessioni : un dialogo in 24 lettere	-	Lorella Rotondi, Ada Zapperi Zucker	VoG Verlag ohne Geld e.K	München	2021	-	9783943810301; 3943810305	-	(Broschur : EUR 12.80 (DE), EUR 13.20 (AT), CHF 16.80 (freier Preis))	212 Seiten	21 cm, 286 g	-	Verlag ohne Geld ; n. 28	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 21,N10	850; B	-	-	https://d-nb.info/1228458472/04	-	-	-
Die Schatten der Anderen	-	Marcelo Díaz ; aus dem Spanischen von Christiane Barckhausen Canale	Fahnauer Verlag	Dresden	2021	-	-	-	-	3 Bände	19 cm	-	-	-	-	-	Band	22,A01	860; B	-	-	-	-	-	-
