title|author|issue|DE-640|signature
Les mots de la presse écrite|Bénard, Serge|0|[]|ID 2700 B456
Teaching practice handbook|Gower, Roger|1. publ., [repr.]|[]|HD 158 G723
Teaching every student in the digital age|Rose, David H.|0|[]|DP 1960 R795
Les droits des femmes|Autain, Clémentine|0|[]|MS 3200 A939
Pluspunkt Mathematik|0|1. Aufl. [Nachdr.]|[]|0
Heinrich Behnke (1898 - 1979)|Hartmann, Uta|0|[]|Math A 50: 72
Arbeitsbuch Mensch Körper Krankheit - Biologie, Anatomie, Physiologie|Groos, Barbara|4. Aufl.|[]|Bio E 10: 31 A
Lollipop|0|1. Aufl., [Nachdr.]|[]|GB 3000 I L837 L
Fabel und Parabel|Müller, Hans Georg|1. Aufl.|[]|GB 3002 F114
Bekleidung und Nachhaltigkeit|Becker, Christian|0|[]|ZS 6600 B395
Lernzirkel Mathematik|0|2. Aufl.|[]|Math N 830: 66 ,3/7 c
Pusteblume - Das Sachbuch|0|0|[]|Paed M 150: 127 ,4 b
Doppel-Klick|0|1. Aufl|[]|GB 2996 II D692 -1
Konzentrations-Trainingsprogramm|Hippenstiel, Christa-Maria|3. Aufl.|[]|Psy T 210: 6,3-4
Richtig schwimmen|Giehrl, Josef|9., neu bearb. Aufl., (Neuausg.)|[]|Spo C 620: 103 a
Der Junge, der Picasso biss|Penrose, Antony|Dt. Erstausg.|[]|ED 5430 P417 J9
Einstein, relativ verliebt|Novelli, Luca|0|[]|IV 51280 N938
Oxford junior illustrated dictionary|Dignen, Sheila|0|[]|HD 230 D575
Collins world atlas|0|5. ed., repr.|[]|HD 245 C712 (5)
Gerecht beurteilen|Brunner, Ilse|1. Aufl|[]|Paed K 520: 51
Elternjahrbuch 2003|Borstendorfer, Jürgen|0|[]|Paed L 680: 83
Zu einer anderen Zeit|Elon, ʿAmos|0|[]|NY 4610 E48
Politisches Lernen im Sachunterricht|Reeken, Dietmar von|2., unveränd. Aufl.|[]|Paed M 70: 22
Pragmatism as post-postmodernism|Hickman, Larry A.|1. ed|[]|Paed D Dew 1: 37
Wo kommst du her?|Härdin, Sonja|2. Aufl.|[]|ED 5430 H136 (2)
Lollipop Mathematik|Eccarius, Dieter|1. Aufl., 2. Dr.|[]|0
Schwimmen für Kinder|Ahrendt, Lilli|1. Aufl.|[]|Spo C 620: 133
Einheitliche Prüfungsanforderungen in der Abiturprüfung|0|0|[]|GB 2950 D225
Sam und das Meer|Root, Phyllis|0|[]|ED 5540 S317 S1
Islamischer Religionsunterricht|Zaidan, Amir M. A.|0|[]|BU 1850 Z21
Lernexpeditionen|Brunsting-Müller, Monika|0|[]|Psy B 230: 23
Ich habe einfach Glück|Hennig von Lange, Alexa|1. Aufl.|[]|GE 6918 H516 I1
Sag mir, wo der Pfeffer wächst|Schultze, Miriam|4. Aufl.|[]|ED 5430 S387 (4)
Familienkonflikt in der Kinder- und Jugendliteratur|Lin, Mei-Chi|0|[]|EC 8360 L735
100 réponses sur ... la francophonie|Deenapanray-Chappard, Anuradha|0|[]|ID 1655 D311
Le français pour moi - Jahresprogramm 7|Blasberg-Bense, Susanne|1. Aufl.|[]|ID 1516 B644
Pars vite et reviens tard|Vargas, Fred|[Nachdr.]|[]|IH 91900 V297
Doppel-Klick|0|1. Aufl|[]|GB 2996 II D692 L -1
Mit fremden Kindern leben|Kowalczyk, Charly|1. Aufl.|[]|Paed U 420: 75
Von der Höheren Bürgerschule zum Herbartgymnasium|Lorenz, Hans-Jürgen|0|[]|Paed C 150: 53
Kurze Geschichte der Französischen Revolution|Soboul, Albert|Neuausg., 2. Aufl.|[]|NO 3100 S677 K9 (N2)
Entdeckungsreisen|0|1. Aufl|[]|GB 2976 K51
Phonétique historique du français|Zink, Gaston|"1. éd. ""Quadrige"""|[]|ID 3420 Z78
Jacques Chirac et le déclin français|Laulan, Yves|[Nachdr.]|[]|MG 34040 C541
Étude sur Koltès, Dans la solitude des champs de coton|Évrard, Franck|0|[]|IH 54061 Z99
Vereintes Lernen|Strob, Burkhard|0|[]|Paed P 900: 18
Das Mysterium der Mühle|Fritz, Heiko|1. Aufl.|[]|GE 6919 P943 F9
Evolution|Graf, Dittmar|0|[]|Bio F 600: 149
Sportiv|Krüsmann, Peter|2., überarb. Aufl., 1. [Dr.].  - 2004.|[]|Spo C 220: 48 b
Apprendre à apprendre|Saltet, Jérôme|0|[]|CP 5000 S177
Civilisation progressive de la francophonie|Noutchié Njiké, Jackson|0|[]|ID 1572 III N933 L
Rainbows of stone|Salisbury, Ralph|1. print.|[]|MA 12/510
Schnittpunkt|0|1. Aufl.|[]|0
Konfetti Thema|Messelken, Ingrid|[Nachdr.]|[]|GB 2996 K82 A4 -3/4
Gott hat viele Namen|Schwikart, Georg|4. Aufl.|[]|BU 2100 S415 (4)
Flat Stanley|Brown, Jeff|0|[]|HG 831 B878
Die Gletschermumie|Sulzenbacher, Gudrun|2. Aufl.|[]|ED 5430 S954 (2)
Gibt's Gott?|Greune, Mascha|3. Aufl.|[]|BU 2400 G836
Grammar scan|Swan, Michael|1. publ.|[]|HD 196 S972 (3)
Die lange Reise des Jakob Stern|Schröder, Rainer M.|1. Aufl.|[]|GE 6918 S381
Mein Bruder|Prüfer, Benjamin|0|[]|Psy E 300: 183
Die türkische Jugend im Land der Hoffnungen|Ercan, Nebahat S.|0|[]|MS 3600 E65
Noise from the writing center|Boquet, Elizabeth H.|0|[]|AK 39500 B725
System.D - Deutsch digital|0|1. Aufl.|[]|GB 2980 II S995 L -5/6
Übersetzungen Deutsch-Englisch|0|2. Aufl.|[]|HD 228 R233 -6(2)
Chemie interaktiv|0|1. Aufl.|[]|Che H 100: 91 L,2 b
Deutsche Literatur des Mittelalters|Brandt, Rüdiger|Veränderte und bibliogr.erg. Ausg. 1986, bibliogr. erg. Ausg. 1996, [Nachdr.]|[]|GB 3002 B821 (N)
Mediation in der Stadtteilarbeit|Walter, Sandra|0|[]|Dipl 1606
Evaluation eines Ausbildungsseminars in personenzentrierter Gesprächsführung mittels eines hierzu entwickelten Ratingverfahrens|Kling, David W.|0|[]|Dipl 1492
Trio|0|Baden- Württemberg|[]|RB 10226 T834 F7
Selbstorganisation des Lernens|Klotz, Annette|0|[]|Paed H 540: 114
Tabellenbuch Chemie|Kaltofen, Rolf|13., durchges. Aufl., Nachdr.|[]|Che A 6: 9
Entwicklungen in der BRD und der EU fordern neue Modelle der Gesundheits- und Lebensqualitätsförderung für ältere Arbeitnehmer|Petersen, Stefanie|0|[]|Dipl 1883
Lernen und unterstützen|Lobermeier, Olaf|1. Aufl.|[]|Paed U 370: 115
333 Lieder zum Singen, Spielen und Tanzen|Banholzer, Hans-Peter|Ausg. Süd, Neubearb., 1. Aufl., Nachdr.|[]|LS 52070 B216 A1
700 classroom activities|Seymour, David|Repr.|[]|HD 174 S521
Berufseinstieg und Berufsverbleib Augsburger Diplom-Pädagoginnen und -Pädagogen|Wischmeier, Inka|1. Aufl.|[]|Paed S 630: 15
Rückwärts durch die Luft|Landvreugd, Hermine|0|[]|GU 66335 L264
Das Mathebuch|0|1. Aufl., 2. Dr.|[]|0
Schulen entdecken die Welt|Jäger, Uli|0|[]|DP 1980 J22
Bilingual geography|Erben, Rudolf|1. Aufl., [Nachdr.]|[]|HD 245 M946
Spotlight on mixed exercises|Newbold, David|0|[]|HD 220 S765 L (N)
The castaways|Vollmar, Rob|0|[]|ED 4120 V924
London - a capital city|Fingerle, Mechthild|1. Aufl., 1. [Dr.]|[]|HD 305 F497
4-7-6 - Rom war ex|Oppolzer, Ursula|Orig.-Ausg.|[]|CP 5000 O62
Johann Wolfgang Goethe, Iphigenie auf Tauris|Fuchs, Michael|1. Dr.|[]|GK 4650 F951
Autonomie de l'apprenant|Camilleri, George|0|[]|Paed H 540: 101
Lautspieldialoge|Lang, Barbara|0|[]|ER 920 L269
Wasser|Fiegl, Horst|1. Aufl., [Nachdr.]|[]|Paed M 40: 49
Paula und die Leichtigkeit des Seins|Drvenkar, Zoran|2. Aufl|[]|GE 6919 D797 P3 (2)
Der sozial-ökologische Diskurs in der Jugendverbandsarbeit am Beispiel der Gesundheitsförderung (Jugendrotkreuz) und des Naturschutzes (Waldjugend)|Apel, Elard|[Mikrofiche-Ausg.]|[]|MK 01/4 ,1-6
Knoten|Budworth, Geoffrey|0|[]|ED 5430 B927
Fragen - suchen - entdecken|0|2. Aufl.|[]|BU 2500 O77 Z -3/4(2)
Das Allerwichtigste|0|0|[]|ED 5540 A123 S7
Sur les traces du Paris insolite et rebelle|Tovar, Madia|0|[]|ID 1125 T736
World heritage|0|1. ed.|[]|AK 51000 A119 -1
Mathematische Fähigkeiten und Fertigkeiten am Ende der Grundschulzeit|Ratzka, Nadja|0|[]|Math N 200: 30
La petite pierre|0|[Nachdr.]|[]|ID 1572 I L825 L -1
Kreatives Schreiben|Witschas, Dagmar|0|[]|GB 2964 W826 -5/6
Ocean life|Blevins, Wiley|1. pr.|[]|HG 832 B647
Der unternehmerische Lehrer|Bude, Heinz|0|[]|Paed S 200: 137
Der Unsichtbare|Wahl, Mats|3. Aufl.|[]|GX 7404 W136 U5 (3)
I wonder why snakes shed their skins and other questions about reptiles|O'Neill, Amanda|[repr.]|[]|HG 832 O58
Die kleine Meerjungfrau|Zwerger, Lisbeth|2. Aufl.|[]|ED 5540 A544 (2)
Traumbringer|Lowry, Lois|0|[]|HU 9800 L921 T7
Erläuterungen zu Bertolt Brecht, Der gute Mensch von Sezuan|Grobe, Horst|5. Aufl.|[]|GM 2660 G873 (5)
Antike Sagen|Heitmeier, Nicole|[Nachdr.]|[]|FB 4018 H473
Papiertiger|0|Dr. A|[]|GB 2980 P215 Z -1/4
We need directions!|De Capua, Sarah|[repr.]|[]|HG 832 D278
Langenscheidt Grundschulwörterbuch Französisch|Richardson, Karen|0|[]|ID 6850 R523
Hanno malt sich einen Drachen|Korschunow, Irina|Orig.-Ausg., 31. Aufl., bearb. Neuausg.|[]|GE 6919 K84 H2 (31)
Verarbeitung von Schulstreß bei Jugendlichen|Brunner, Stefan|1. Aufl.|[]|Spo B 180: 58
Margret & H.A. Rey's Curious George takes a train|Rey, Hans A.|0|[]|HG 831 R456 G3
Der neue Musikus|0|1. Aufl.|[]|LR 56942 P297 -3
Fabeln in Stundenbildern|0|7. Aufl.|[]|GB 2978 W353 -3/4(7)
Montessori|Lillard, Angeline Stoll|0|[]|Paed B 150: 143
Mathematical problem solving|Kaur, Berinderjeet|0|[]|Math N 750: 68
Maths dictionary|Gardner, Kay|1. publ.|[]|HD 245 G227
Frei von Furcht und Not|Engelmann, Reiner|0|[]|ED 5430 E57
A roadmap of grammar|0|1. Aufl.|[]|HD 220 R369 A -1
Pädagogisch-psychologische Diagnostik|Leitner, Werner|0|[]|Psy H 240: 14
Die Jüngerinnen|Rosenthal, Jos|Orig.-Ausg.|[]|BC 7470 R815
Der Tischler|Mercker, Friedrich Wilhelm|0|[]|ZI 5300 M555
Lernen an Stationen in der Grundschule|Knieps, Eva|1. Aufl.|[]|Bio G 500: 37 a
Clara Schumann|Steegmann, Monica|Orig.-Ausg., 2. Aufl.|[]|LP 65710 S813 (2)
Reading images|Kress, Gunther R.|2. ed., repr.|[]|LH 61090 K92 (2)
Training Englisch|Bremicker, Monika|2. überarb. und aktual. Aufl.|[]|HD 190 B836 AL -2011(2)
All about myself|0|0|[]|HG 829 A416
Scene of the crime|Rose, Malcolm|0|[]|Fre O 580: 185
Right now|0|1. publ.|[]|0
Die Bedeutung des Tieres in der Sozialpädagogik|Kehlert, Juliane|0|[]|Dipl 1602
Sozialisationstheorien|Tillmann, Klaus-Jürgen|13. Aufl.|[]|MR 6700 T577 (13)
Das Aufmerksamkeitsdefizit-Syndrom (ADS)|Holowenko, Henryk|5. [Aufl.]|[]|Psy K 320: 90
Der Kindergarten aus der Sicht der Eltern|Herrmann, Ines|0|[]|Paed G 590: 86
Mediation als Grundlage für das Konzept der Schülerstreitschlichtung an einer Förderschule|Gloderer, Dorothea|0|[]|Dipl 1482
Goodnight everyone|Morton, Lone|1. Aufl.|[]|HD 176 M889 G6
Building on language diversity with young children|Hancock, Andrew|0|[]|ER 925 H234
William Shakespeare: Romeo and Juliet|0|[Nachdr.]|[]|HI 3426 T584 L
Deutsch-Stars|0|1. Aufl.|[]|GB 2980 I S796 -1
The fascination and risks of technology|0|[Nachdr.]|[]|HD 245 S742 F2
Entfesselte Wissenschaft|Wunderlich, Otto|Unveränd. Neuaufl.|[]|AK 28000 W965
First choice|Littlejohn, Andrew|1. Ausg.|[]|HD 220 I F527 Z2 -7
Die Situation von ausländischen Jugendlichen|Hofstetter, Katja|0|[]|Dipl 1479
Paddingtons Englisch-Koffer|0|1. Aufl.|[]|HD 172 S474 A
Landesgesundheitsbericht|0|0|[]|Bio E 630: 324
United Kids|Große-Oetringhaus, Hans-Martin|4. vollst. neu überarb. Aufl.|[]|ED 5430 G878 (4)
Unsere Sakramente|Hebert, Esther|1. Aufl.|[]|BU 4600 H446
Versuchung zum Guten|Debiel, Stefanie|1. Aufl.|[]|Paed U 560: 45 ,3
Langenscheidt Verb-Tabellen Deutsch|Thurmair, Maria|0|[]|GB 3046 T539 L2
Menschenrecht auf Bildung|Achelpöhler, Wilhelm|0|[]|Paed F 650: 29
Igel, komm, ich nehm dich mit|Michels, Tilde|bearb. Neuausg. ; 12. Aufl.|[]|GE 6919 M623 I2 (12)
Globalisierung|Feltmann, Alexander|0|[]|BU 4300 F325 -5
Spannung zwischen Bäumen|Strasser, Philipp|1. Aufl.|[]|Paed U 600: 158
Mathematik|Bartnick, Birgit|1. Aufl., 1. Dr.|[]|0
Ein richtig schöner Tag|Blume, Bruno|0|[]|ED 5540 B658
Louis Armstrong|Storb, Ilse|4. Aufl.|[]|LP 91180 S884 A7 (4)
Wo bleiben denn die Jungs?|Reschke-Rank, Erhard|0|[]|BU 4500 R431
Anorexie und Bulimie|Ettrich, Christine|1. Aufl.|[]|Psy K 330: 8
Die Projekt-Methode als Impuls für die lehrerorientierte Marketing-Konzeption|Hubbes, Robert P.|0|[]|Paed H 630: 86
Beyond storyline|Letschert, Joseph Franciscus Maria|0|[]|HD 206 L649
Les grandes figures de la Négritude|Gounongbé, Ari|0|[]|IJ 10046 G711
The American West - exploring new worlds|0|[Nachdr.] - 2000.|[]|0
Spark|Ratey, John J.|1. ed.|[]|Spo A 680: 69
Ikuru|0|1. Aufl., [Nachdr.]|[]|HD 220 I I26 L -3
Die Ludgerischule in Leer|Stenzel, Wolfgang|0|[]|Paed L 540: 32
La culture française vue d'ici et d'ailleurs|Spear, Thomas C.|0|[]|ID 1270 S741
Homeless bird|Whelan, Gloria|0|[]|HU 9800 W566
Unser erstes Bildwörterbuch Englisch|0|1. Aufl., [Nachdr.]|[]|HD 230 J35
Preußen|Clark, Christopher M.|7. Auflage|[]|NR 6800 C592 (7)
Kunterbunt|0|[Nachdr.].|[]|GB 3000 I B291 (N)
Null Bock auf Schule|Ulrich, Benjamin|0|[]|MA 15/99
Volkswirtschaftslehre|0|0|[]|QC 072 S368
Maßstab|0|0|[]|Math O 300: 118 G,1
The elephantom|Collins, Ross|0|[]|ED 5540 C712
Fußballtraining|Vieth, Norbert|0|[]|Spo C 160: 171,4
Die heilende Kraft des Lachens|Titze, Michael|5., aktualisierte Aufl|[]|Psy K 50: 102
Hundert Tage|Bärfuss, Lukas|3. Aufl.|[]|GN 9999 B141 (3)
Kanuwandern|Blank, Norbert|0|[]|Spo C 660: 21
HTML für Kids|Agular, Robert R.|4., überarb. Aufl.|[]|EDV H 100: 31
Fremdheit als Lernimpuls|Hunfeld, Hans|0|[]|ER 925 H935
Snap!|0|1. Aufl., 1. [Dr.]|[]|MB 16/267
Europa in Sagen und Märchen|Giribone-Fritz, Béatrice|1. Aufl.|[]|ES 862 G525
Tous ensemble Junior|0|1. Aufl.|[]|ID 1572 II A754 L -1
Racisme, une histoire|Fredrickson, George Marsh|0|[]|MS 3530 F852
Sozialpädagogische Theorie und Praxis|0|1. Aufl.|[]|Paed U 10: 64,2
Thinking in education|Lipman, Matthew|2. ed.|[]|Psy G 300: 252
Religious education in a plural western society|Ziebertz, Hans-Georg|2. ed.|[]|BU 1810 Z65 (2)
Geschichte erleben|0|1. Aufl.|[]|NB 9323 B889 L -1
Deutsch plus|0|1. Aufl.|[]|GB 2996 II P737 L -8
Kompetenzerwerb in der Beratung|Wunderle, Tanja|1. Aufl.|[]|Psy G 720: 53
Berufsorientierung an Haupt- und Förderschulen|Prätorius, Gerhard|0|[]|DL 3000 P898
Mit Kunst die Welt entdecken|Klopsch, Bettina|1. Aufl.|[]|Paed G 680: 120
Evaluation eines komplexen Lehr-Lern-Arrangements|Siemon, Jens|1. Aufl|[]|QB 330 S571
Lernorientierte Qualitätstestierung in der Weiterbildung|Zech, Rainer|0|[]|Paed O 600: 211
Therapie unter Zwang - ein Widerspruch?|Stadler, Bernhard|0|[]|Psy L 550: 35
Soziales Lernen bei aggressiven und hyperaktiven Kindern|Gadow, Tina|0|[]|Psy K 320: 192
Fernsehen lernen|Köhler-Terz, Kai|0|[]|Paed M 650: 54
Red Line|0|1. Aufl.|[]|HD 220 II R312 Z3 -2
Shutter Island|Metter, Christian de|1. Aufl.|[]|IH 91900 M595
Die Berliner Erklärung vom 25. März 2007|Sachse-Weinert, Martin|1. Aufl.|[]|MB 2568 S121 B5
Strategische Flexibilität beim Lösen mathematischer Probleme|Heinrich, Frank|0|[]|Math N 750: 49
Aspekte einer wertorientierten Erziehung im Heim|Trapp, Boris|0|[]|Dipl 1542
Heinrich von Kleist, Die Marquise von O...|Doering, Sabine|0|[]|GK 5164 D652 K6
"""Ich würde sagen, wenn man sich als Hexe fühlt, dann ist man auch eine"""|Crnkovi`c, Matilda|0|[]|Dipl 1839
Deutsch jahrgangsübergreifend unterrichten|Borchardt, Marita|1. Aufl.|[]|GB 2984 B726 -1
Roots|Uelsberg, Gabriele|0|[]|NF 2005 U22
Ricky's rat gang|Masters, Anthony|0|[]|HG 831 M423
Fünfter sein|Jandl, Ernst|[Nachdr.]|[]|GN 6711 F954
Face à la violence dans la classe ; ces einseignants qui réussissent!|Casanova, Rémi|0|[]|Psy G 430: 205
The concepts and practices of lifelong learning|Morgan-Klein, Brenda|1. publ.|[]|Paed P 10: 97
Doktor Proktors Pupspulver|Nesbø, Jo|1. Aufl.|[]|GW 9800 N458
Im Vorhof der Hölle|Ross, Carlo|Bearb. Neuausg., 6. Aufl.|[]|GE 6918 R823 (6)
Sport mit gehörlosen Kindern|Sturm, Petra|1. Aufl.|[]|Spo B 500: 70
Lernen steckt an|Mueller, Andreas|1. Aufl.|[]|Psy G 210: 48
Matilda|Dahl, Roald|3. [ed.]|[]|HN 2982 M433 (3)
XQuadrat|0|1. Aufl.|[]|Math O 300: 121,5
Teilhabe gestalten|0|0|[]|Paed T 700: 41 E
Bildungskultur und Soziale Arbeit|Bliemetsrieder, Sandro|0|[]|Paed U 20: 117
Hannah Arendt und Martin Heidegger|Grunenberg, Antonia|2. Aufl.|[]|CI 6372 G891 (2)
Une didactique de l'oral|Maurer, Bruno|0|[]|ID 1550 M453
A guide for using Where the wild things are in the classroom|Kilpatrick, Susan|repr.|[]|HG 831 S474 A
Tischtennistaktik|Geske, Klaus-M.|2., überarb. Aufl.|[]|Spo C 280: 27 b
Zauber über dem Land Südbaden|Dettmar, Alexander|0|[]|NZ 74070 D483
Mein deutsches Dschungelbuch|Kaminer, Wladimir|4. Aufl.|[]|GN 6898 M514 (4)
Die BLV Enzyklopädie Vögel der Welt|Perrins, Christopher M.|0|[]|Bio D 680: 124
Wochenplanarbeit in der Grundschule|Ferrarÿ, Alexandra|0|[]|Paed H 540: 197 b
Zeitmanagement für Kids|Seiwert, Lothar|4. Aufl.|[]|ED 5430 S462 (4)
Teufelshände|Boonen, Heide|0|[]|GE 6918 B724
Weihnachten in anderen Ländern|Funcke, Karin|[Nachdr.]|[]|0
Das OrientierungsLos|Roth, Volkbert M.|0|[]|Phil C 450: 144
Wollen wir Mathe spielen?|Dahl, Kristin|0|[]|Math A 300: 85
Die Klasse groovt|Tille-Koch, Jürgen|1. Aufl.|[]|LR 56985 T575 -1
Von Lehrern für Lehrer|0|0|[]|Math N 400: 74
Benjamin Barber interkulturell gelesen|Gantschow, Alexander|0|[]|Phil D 150: 82
Ser o estar?|Zarzalejos Alonso, Alejandro R.|reimpr.|[]|IM 1500 Z38
Die alten Griechen|Adam, Konrad|0|[]|NH 5350 A194
Schule im Gespräch|Miller, Reinhold|2. Aufl.|[]|Paed B 300: 108
Gott und die Welt|Benedikt, XVI., Papst, XVI., Papst|3. Aufl.|[]|BO 7040 P348 (3)
Was Hänschen nicht hört ...|0|5., vollst. überarb. Aufl.|[]|Psy G 610: 139 a
Nature|Emerson, Ralph Waldo|0|[]|Phil C 800: 27
AQA media studies|Andrews, Maggie|0|[]|HD 176 A568
Kinder erleben große Maler|Pertler, Cordula|1. Aufl.|[]|LH 61260 P469 K5
Gezeichnet: Malraux|Lyotard, Jean-François|0|[]|IH 60481 L991
500 mots-clefs pour l'éducation et la formation tout au long de la vie|Danvers, Francis|2. éd.|[]|Paed A 2: 38 a
Communiquer avec les ados|Louis, Jean-Marc|0|[]|Psy C 260: 52
Die Moderatorenwerkstatt|Seth, Martina|0|[]|Dipl 1511
Stepping into Shakespeare|Gibson, Rex|1. publ., 6. pr.|[]|HI 3375 G449
Du hast uns eingeladen|Bihler, Elsbeth|0|[]|BQ 4340 B594 -3
Mein Großvater war ein Kirschbaum|Nanetti, Angela|0|[]|IV 51280 N177
Papiertiger|0|[Nachdr.] A|[]|GB 2980 P215 Z -1
The time machine|Wells, H. G.|1. publ. in Penguin Classics|[]|HM 4753 T583
The everyday writing center|Geller, Anne Ellen|0|[]|HD 206 G318
Rumblewick and the dinner dragons|Oram, Hiawyn|0|[]|HG 831 O63
Die Auer-Fibel|0|1. Aufl.|[]|GB 3000 I A917 A -2
Leben, um davon zu erzählen|García Márquez, Gabriel|2. Aufl.|[]|IQ 38420 L442 (2)
La syntaxe raisonnée|Hadermann, Pascale|1. éd.|[]|ID 5150 B724
Ghost world|Clowes, Daniel|2. Aufl.|[]|ED 4120 C648 (2)
Sozialpsychiatrie als Chance|Welsch, Anke|0|[]|Psy K 40: 36
Leistung - Lust & Last|Bucher, Anton A.|1. Aufl.|[]|Paed K 500: 33
Das Universum|Prinja, Raman|Lizenzausg.|[]|Phy B 180: 165
Das Sprachbuch|0|0|[]|Deu O 210: 92 A,4 CROM
Sportstunden - schnell und klar - ab 3. Schuljahr|Kaufhold, Stephan|7. Aufl.|[]|Spo B 250: 71
La didactique des langues étrangères à la croisée des méthodes|Puren, Christian|0|[]|ID 1502 P985
SMART text trainer|Piepho, Eberhard|0|[]|HD 226 P614
Der gestiefelte Kater|Kästner, Erich|0|[]|GM 3996 G393
Internationale Politik|Gugel, Günther|Dr. A 1|[]|MB 2552 G942
Nation - Einheit oder Vielfalt?|Mebus, Gudula|2. Aufl.|[]|GB 3058 M682 -3(2)
Buchstaben-Lieder|Wanker, Gerhard|0|[]|LS 52070 W247 B9
Langenscheidt Verb-Fix Deutsch|0|0|[]|GB 3048 L275
Grundlagen Deutsch|Horch-Enzian, Ulrich|0|[]|GB 2982 J22 -5
Der Studiengang der Erwachsenenbildung/Weiterbildung im internationalen Vergleich|Kalle, Anne-Katrin von|0|[]|Dipl 1826
ABC 3D|Bataille, Marion|0|[]|HG 831 B328
Tangram|0|1. Aufl., 1. Dr.|[]|GB 3044 T164 Y -1/1
Faszination Fahrrad|Dodge, Pryor|0|[]|ZO 4340 D645
Lebensgeschichte und Religion in der subjektiven Sicht Jugendlicher|Wörner, Hubert|0|[]|Dipl 1452
Thai-Bo|Dienersberger, Robbi|0|[]|Spo C 50: 47
Nachhaltigkeit in Berufsbildung imd Arbeit|0|0|[]|Bio F 630: 469
Snap!|0|1. Aufl., [Nachdr.].|[]|MB 16/259
Lebensarten|Baier, Julia|0|[]|MS 3600 B152
Arbeitsschule und Handarbeit|Wicki, Monika T.|1. Aufl.|[]|Paed L 210: 4
Friedrich Schiller, Die Räuber|Mahnert, Detlev|0|[]|GK 9038 R135 M2
Struktur und Kultur - Dilemma oder Quelle fruchtbarer Auseinandersetzung?|Kaschubowski, Götz|0|[]|Paed T 130: 102
Kleine Spiele im Sportunterricht|Dechant, Klaus|3. Aufl.|[]|Spo C 120: 38 b
Direkt im Dialog|Kreggenfeld, Udo|4., überarb. Aufl.|[]|Psy E 700: 259
Sauerstoff|Graf, Erwin|1. Aufl.|[]|Che H 500: 23
Tierkinder selbst genäht|Diabo, Christiane|0|[]|LH 79270 D536
Interkulturalität und Sprache im betrieblichen Kontext|Endres, Antina|0|[]|Dipl 1411
Chemistry|Martin, Jean|New ed., [2. ed, repr.]|[]|HD 245 M381 C5 (2)
Un enfant dans la guerre|Ferdi, Saïd|0|[]|NQ 8816 F347
Unterrichtssequenzen hauswirtschaftlich-sozialer Bereich|Troll, Christa|1. Aufl.|[]|ZE 70000 U61 -8/2
Gehirnjogging Englisch|Crossley, Nicola|1. Aufl.|[]|HD 236 C951
Impossible bodies, impossible selves: exclusions and student subjectivities|Youdell, Deborah|0|[]|Paed R 200: 52
Three-dimensional embroidery|Edmonds, Janet|0|[]|ZS 6250 E24
Primary curriculum box|0|0|[]|HD 162 C178
Wenn Sie mich fragen|Erlinger, Rainer|1. Aufl.|[]|Phil A 60: 18
Pour enseigner les langues avec le CECRL|Bourguignon, Claire|0|[]|ES 750 B773
Vocabulary|Morgan, John|2. ed., [repr.]|[]|HD 201 M848 (2)
Tischdekoration und Wohnen in Farbharmonie|Richmond, Doreen Frances|0|[]|ZH 8600 R532
Lebenslied|Fürnberg, Louis|0|[]|GN 4795 L442
Hallo Kinder, seid Erfinder!|Hoenisch, Nancy|0|[]|Paed M 150: 123
Wo die Tiere wohnen|0|0|[]|0
Finanzielle Hilfen für Kinder und Jugendliche mit Behinderung|Röger, Bernd|1. Aufl., Stand: August 2009|[]|PQ 5480 R712
Rasmus und der Landstreicher|Lindgren, Astrid|0|[]|GX 6530 R225
Übungsgrammatik für Anfänger|0|1. Aufl., [Nachdr.].|[]|GB 3046 U22
Little brother|Doctorow, Cory|0|[]|HU 9800 D637
Sinn macht gesund|Denger, Johannes|0|[]|Paed B 160: 177
Die Tagesschau erklärt die Wirtschaft|Gürtler, Detlef|1. Aufl.|[]|ED 5430 G935
New highlight|0|1. Aufl.|[]|HD 220 II C877 A -3
Verbinde dich mit dem Himmel!|Biesinger, Albert|0|[]|BU 5400 B589
Stern ohne Himmel|Ossowski, Leonie|0|[]|GE 6918 O84
Lautgetreue Lese-Rechtschreibförderung|Reuter-Liehr, Carola|0|[]|0
Inglourious Basterds|Tarantino, Quentin|1st ed.|[]|AP 51338 T176
Methodensammlung für Trainerinnen und Trainer|Dürrschmidt, Peter|3., überarb. u. ergänzte Aufl.|[]|Psy E 150: 56
Auf in den Zirkus!|0|1. Aufl.|[]|GB 3044 Z81
Zwischen proletarischem Internationalismus und Sicherheitsdenken: Afrikabilder in den Lehrplänen und Schulbüchern der DDR|Behrendt, Jan-Peter|0|[]|NB 5520 B421
Red Line|0|1. Aufl.|[]|HD 220 II R312 A2 -3
Das Buch der Engel|Bandini, Ditte|0|[]|EC 5410 B214
Ernährung nach Lernfeldern|Schlieper, Cornelia A.|2., durchges. und erw. Aufl.|[]|ZE 70000 S344 E7 (2)
Talking beyond the page|Evans, Janet|1. publ.|[]|EC 8540 E92
Deutsch plus|0|1. Aufl.|[]|GB 2996 II P737 A -9
Komm, entdecke die Berge!|Wernsing-Bottmeyer, Barbara|0|[]|ED 5430 W497
Der Haushaltsführerschein|Kamber, Ann-Kathrin|1. Aufl.|[]|ZE 70000 K15
